batsman,bowler,0,1,2,3,4,6,notout
Bipul Sharma,SN Thakur,0.44335495409719694,0.719593818665301,0.8573033552324822,0.8573033552324822,0.9999999999999999,0.9999999999999999,1
Bipul Sharma,K Rabada,0.7681913616740363,0.7681913616740363,0.9280452716807261,0.9280452716807261,0.9846737804494554,0.9999999999999999,0.9465662035313884
Bipul Sharma,SB Jakati,0.09046271356518124,0.09046271356518124,0.736700639353249,0.736700639353249,0.7951214703465855,1.0,1.0
Bipul Sharma,Ankit Soni,0.3484264985989433,0.4155499554102582,0.7554622793567254,0.7554622793567254,0.9725038218388753,0.9999999999999999,1
Bipul Sharma,STR Binny,0.5654092195869261,0.5654092195869261,0.7592962714832213,0.7592962714832213,1.0,1.0,0.8999047120404378
Bipul Sharma,CR Brathwaite,0.28972559575656837,0.7462924063761243,0.8773494598010604,0.8773494598010604,1.0000000000000002,1.0000000000000002,1
Bipul Sharma,PJ Cummins,0.678707060024381,0.7047085868419272,0.8852201051378263,0.8852201051378263,0.9842288614130393,0.9999999999999999,1
Bipul Sharma,SS Agarwal,0.24132822543353008,0.7287090153069836,0.930500738964309,0.930500738964309,1.0000000000000002,1.0000000000000002,1
Bipul Sharma,TG Southee,0.5089594659832648,0.7199983300365044,0.8626680358071704,0.8626680358071704,0.8810767614532038,1.0,0.9626925912896477
Bipul Sharma,MJ McClenaghan,0.42867343482542625,0.8196853368489493,0.9459785275825954,0.9459785275825954,1.0,1.0,0.9621917667653603
Bipul Sharma,Ankit Sharma,0.0,0.9562816504943962,0.9562816504943962,0.9562816504943962,1.0000000000000002,1.0000000000000002,1.0
Bipul Sharma,RD Chahar,0.5440155072337091,0.7054590319807705,0.9799660800023731,0.9799660800023731,1.0,1.0,1
Bipul Sharma,RA Jadeja,0.23359679847330986,0.5751773738722786,0.9714354959750073,0.9714354959750073,1.0,1.0,1
Bipul Sharma,DJ Hooda,0.7129476906778788,0.7643943312173471,0.8810513876069748,0.8810513876069748,1.0,1.0,0.9921520417378327
Bipul Sharma,MM Patel,0.0,0.3587982347714711,0.9786791624127034,0.9786791624127034,0.9786791624127034,1.0,0.9794375502292804
Bipul Sharma,MG Johnson,0.39232981873867717,0.7335737296126492,1.0,1.0,1.0,1.0,1
Bipul Sharma,UT Yadav,0.3162290875094231,0.7355860840415044,0.8445811719856524,0.8445811719856524,0.911327783076336,1.0,1
Bipul Sharma,S Aravind,0.1211819456506037,0.47504575509061064,0.714907149875507,0.714907149875507,0.9533343241954702,1.0,1
Bipul Sharma,C de Grandhomme,0.5309478312517744,0.6000200717385089,0.6000200717385089,0.6000200717385089,0.7076283426510719,1.0,1
Bipul Sharma,NM Coulter-Nile,0.49218195276755133,0.9774528739721937,0.9984640098235498,0.9984640098235498,0.9984640098235498,1.0,0.9986210609675635
Bipul Sharma,CH Morris,0.47026481658507585,0.6098186911149728,0.8165999276239777,0.8165999276239777,0.9169091556088214,0.9999999999999999,1
Bipul Sharma,PJ Sangwan,0.4885620586467904,0.4885620586467904,0.7782105724423385,0.7782105724423385,0.9860040304075453,1.0,0.9889430578487667
Bipul Sharma,Anureet Singh,0.17404836244762137,0.4537981775587717,0.7655002817135688,0.7655002817135688,0.9999999999999999,0.9999999999999999,1.0
Bipul Sharma,A Mishra,0.13104106976980429,0.5799888305836447,0.9069748817585723,0.9069748817585723,0.934229384964361,0.9999999999999998,1
Bipul Sharma,A Choudhary,0.6479745667131813,0.8467753735978454,0.9082411757499567,0.9082411757499567,0.9082411757499567,1.0,1
Bipul Sharma,DS Kulkarni,0.5058185468530546,0.5816112421257918,0.8664396277085615,0.8664396277085615,0.9153409205730042,0.9999999999999999,1
Bipul Sharma,KV Sharma,0.6311243212222971,0.6311243212222971,0.7991368454941024,0.7991368454941024,0.9330739426045214,1.0,0.9848287865573859
Bipul Sharma,R Vinay Kumar,0.6144864153850012,0.9091867189926193,0.9091867189926193,0.9091867189926193,0.9946954046681937,1.0,0.9953646537460281
Bipul Sharma,MS Gony,0.4947895089010583,0.5483925885128373,0.8391989098856122,0.8391989098856122,0.953486196580706,1.0,1.0
Bipul Sharma,BA Stokes,0.27715366507092976,0.5489943155777647,0.9742986089251209,0.9742986089251209,0.9940117230654634,1.0,0.9992054697653615
Bipul Sharma,Tejas Baroka,0.29737136885303495,0.4077516630268788,0.7842739095701952,0.7842739095701952,0.8456477391146855,1.0000000000000002,1.0
Bipul Sharma,SK Raina,0.4914715638977193,0.7060772414472756,0.8116320150732332,0.8116320150732332,0.8226995979565241,1.0000000000000002,0.9010570741906299
Bipul Sharma,DL Chahar,0.2548115999063397,0.6920704818114245,0.9326978653330638,0.9326978653330638,0.9326978653330638,1.0,1
Bipul Sharma,MJ Henry,0.5286867627784911,0.7159442423050141,0.7657241558886362,0.7657241558886362,0.7671276146915582,0.9999999999999999,1
Bipul Sharma,AD Mathews,0.0,0.5520989268081987,0.9154964992054193,0.9154964992054193,0.9330936130485381,0.9999999999999999,1.0
Bipul Sharma,SL Malinga,0.3116120713012874,0.40839055339504626,0.9852917805737685,0.9852917805737685,0.9852917805737685,1.0,0.9622595316514894
Bipul Sharma,Mohammed Siraj,0.3829552681908953,0.5034740739921651,0.9342308214170705,0.9342308214170705,0.9342308214170705,1.0000000000000002,0.9700702571655202
Bipul Sharma,GJ Maxwell,0.3221219548459528,0.4591901781949488,0.7782390864824286,0.7782390864824286,0.966815864119388,0.9999999999999998,1
Bipul Sharma,T Natarajan,0.0,0.7780118558282895,0.7780118558282895,0.7780118558282895,0.8614167557563565,1.0,1
Bipul Sharma,Rashid Khan,0.6020064814524313,0.6020064814524313,0.9221542797678611,0.9221542797678611,1.0,1.0,1
Bipul Sharma,Shakib Al Hasan,0.4678899225612622,0.7834381905050314,0.7834381905050314,0.7834381905050314,0.889497314838052,1.0,1.0
Bipul Sharma,Iqbal Abdulla,0.57748211377138,0.8498262799357985,0.8498262799357985,0.8498262799357985,0.9090004640590259,1.0,0.9074793756764061
Bipul Sharma,AS Rajpoot,0.2874289222996415,0.8743174687403317,0.8743174687403317,0.8743174687403317,0.8743174687403317,1.0,1
Bipul Sharma,Washington Sundar,0.553772938425387,0.8994847364104717,0.9604100963996571,0.9604100963996571,0.9815936460488601,0.9999999999999999,1
Bipul Sharma,Harbhajan Singh,0.4441090156433533,0.7261239054508687,0.8905905201148848,0.8905905201148848,0.9999999999999998,0.9999999999999998,0.9762627386597273
Bipul Sharma,Imran Tahir,0.2963213373408998,0.5026847962260375,0.8832034864240538,0.8832034864240538,0.9480790677766671,0.9999999999999998,1
Bipul Sharma,S Badree,0.7047228279614806,0.7047228279614806,0.7047228279614806,0.7047228279614806,0.8283369109529601,1.0,0.9094372573957987
Bipul Sharma,R Tewatia,0.8088023528070052,0.8088023528070052,0.8088023528070052,0.8088023528070052,0.8845745732569947,0.9999999999999999,0.9866979090375905
Bipul Sharma,P Kumar,0.5825276304219572,0.6195244681397966,0.9981351467325366,0.9981351467325366,1.0,1.0,0.9951507636792652
Bipul Sharma,B Stanlake,0.112288271785648,1.0,1.0,1.0,1.0,1.0,0.9703637853924083
Bipul Sharma,HV Patel,0.36072140474767755,0.36072140474767755,0.36072140474767755,0.36072140474767755,0.9758101276385239,1.0,1
Bipul Sharma,A Nehra,0.6960587702403357,0.6960587702403357,0.6960587702403357,0.6960587702403357,1.0,1.0,1
Bipul Sharma,NB Singh,0.6458387270150748,0.7983585073216264,0.7983585073216264,0.7983585073216264,0.9999999999999999,0.9999999999999999,1
Bipul Sharma,CJ Jordan,0.5338614863964625,1.0,1.0,1.0,1.0,1.0,0.9624481399022752
Bipul Sharma,S Kaushik,0.3463121455685368,0.6913252796184823,0.8823879223869614,0.8823879223869614,0.8823879223869614,1.0,1.0
Bipul Sharma,KA Pollard,0.24156249888339207,0.4417532990498622,0.4417532990498622,0.4417532990498622,0.49955461954874925,1.0,1.0
Bipul Sharma,TA Boult,0.31698363740171986,0.714481896872534,0.8251053823391059,0.8251053823391059,0.9999999999999999,0.9999999999999999,0.966152176840744
Bipul Sharma,Avesh Khan,0.7839907544636785,0.9138798213243342,0.9138798213243342,0.9138798213243342,1.0,1.0,1
Bipul Sharma,PP Chawla,0.31733020293956654,0.780587566094542,0.8010405966833601,0.8010405966833601,0.8610526032400186,1.0000000000000002,1
Bipul Sharma,TS Mills,0.5638165617203552,0.8330726673828712,0.8330726673828712,0.8330726673828712,0.9786353430376745,1.0000000000000002,1
Bipul Sharma,YK Pathan,0.5784629351173228,0.7302174052887582,0.7475291307471572,0.7475291307471572,0.8363225078026165,0.9999999999999999,0.9665477695627624
Bipul Sharma,KH Pandya,0.3905399722274743,0.8861366143374123,0.8861366143374123,0.8861366143374123,0.9682940945733174,0.9999999999999999,0.9705991119761027
Bipul Sharma,BCJ Cutting,0.4832683454044772,0.4832683454044772,0.7101204307929203,0.7101204307929203,0.965558857146694,1.0,0.9876352900496222
Bipul Sharma,MC Henriques,0.07657596028770246,0.8231048405067266,0.8952253159509805,0.8952253159509805,0.9837359599774101,1.0000000000000002,1
Bipul Sharma,SP Narine,0.4705828506048977,0.4705828506048977,0.8299627775965619,0.8299627775965619,0.9402027312171439,1.0,0.9224313002436028
Bipul Sharma,B Kumar,0.7095460714148634,0.8595671029167744,0.8595671029167744,0.8595671029167744,0.9488893544687363,0.9999999999999999,1
GJ Maxwell,A Zampa,0.18570136663857234,0.8890392550327417,0.9120490717480534,0.9120490717480534,0.9120490717480534,1.0,0.7011444757065022
GJ Maxwell,MM Sharma,0.13610715983516672,0.661578344652696,0.6716852298590512,0.6716852298590512,0.6716852298590512,1.0,1
GJ Maxwell,TM Head,0.0,0.7736883405672124,0.8212778322583387,0.8212778322583387,0.8212778322583387,1.0000000000000002,1
GJ Maxwell,P Negi,0.43786187925763503,0.8511226584288557,0.8843296937523868,0.8843296937523868,0.9863748187019963,1.0,1
GJ Maxwell,R Bhatia,0.514634331362353,0.6198986447792749,0.6378151171101102,0.6378151171101102,0.9979049384552815,1.0,0.9676743758034264
GJ Maxwell,Mustafizur Rahman,0.4047720593596338,0.8895181666270704,0.8895181666270704,0.8895181666270704,0.8895181666270704,0.9999999999999998,1.0
GJ Maxwell,Basil Thampi,0.0,0.8514665775095394,0.8784061762128014,0.8784061762128014,0.8784061762128014,1.0,0.9701769492533799
GJ Maxwell,AF Milne,0.0,0.433518987530673,0.433518987530673,0.433518987530673,0.433518987530673,0.9999999999999999,0.6993313296853259
GJ Maxwell,AB Dinda,0.0,0.9416661096841002,0.9561908215242517,0.9561908215242517,0.9869261177324016,0.9999999999999999,1
GJ Maxwell,Bipul Sharma,0.14217285310080696,0.14217285310080696,0.24070413551885445,0.24070413551885445,0.4533630527240862,1.0,1
GJ Maxwell,DT Christian,0.48145764579176903,0.7457737564865867,0.7984734762736545,0.7984734762736545,0.9534163663174622,1.0,0.4866652705457748
GJ Maxwell,KC Cariappa,0.4705663173543382,0.7337112324934335,0.7438225700317539,0.7438225700317539,0.9641605252421795,1.0,1
GJ Maxwell,MP Stoinis,0.0,0.0,0.05039796267758865,0.05039796267758865,0.49840445634596703,1.0000000000000002,1
GJ Maxwell,Mohammad Nabi,0.667051620893038,0.9344724457743275,0.9368336732814531,0.9368336732814531,0.9394658864148925,1.0,1
GJ Maxwell,I Sharma,0.5725219639324443,0.9493832125960384,0.9986877416426722,0.9986877416426722,0.9986877416426722,1.0,1.0
GJ Maxwell,CJ Anderson,0.41986685402221896,0.7015705876902483,0.7119234570140011,0.7119234570140011,0.7119234570140011,1.0,1
GJ Maxwell,JP Faulkner,0.4345340038656245,0.952292859761906,0.9539613804277252,0.9539613804277252,0.9539613804277252,0.9999999999999999,1
GJ Maxwell,S Kaul,0.8405422102367456,0.9150331733269232,0.9353602089387641,0.9353602089387641,0.9787937054981518,1.0000000000000002,0.20130470322912375
GJ Maxwell,SR Watson,0.4910144046572256,0.7047728065728143,0.7238741935036106,0.7238741935036106,1.0,1.0,0.9961327129097398
GJ Maxwell,YS Chahal,0.6633473987332319,0.908780471939363,0.9222430338389637,0.9222430338389637,0.9222430338389637,1.0,0.9012617093999291
GJ Maxwell,CR Woakes,0.4416614436223445,0.9126629309948815,0.9259043692032202,0.9259043692032202,0.9950460570480141,1.0,1
GJ Maxwell,J Yadav,0.23502389407429647,0.9336338914483102,0.9573970240271684,0.9573970240271684,0.9573970240271684,1.0,1.0
GJ Maxwell,BB Sran,0.7479421822344686,0.7568955939581482,0.7601163686646121,0.7601163686646121,0.9986214941136689,1.0,1.0
GJ Maxwell,RA Tripathi,0.0,0.6724175567271581,0.6724175567271581,0.6724175567271581,1.0,1.0,1.0
GJ Maxwell,IK Pathan,0.5485091072534076,0.7453872838711344,0.7871111994020339,0.7871111994020339,0.7871111994020339,0.9999999999999999,1
GJ Maxwell,LH Ferguson,0.9177739741838297,0.9284774684527299,0.9360822345862324,0.9360822345862324,0.9999999999999999,0.9999999999999999,0.9736775236782127
GJ Maxwell,MN Samuels,0.3848218835880077,0.725381488166039,0.725381488166039,0.725381488166039,0.903942814353734,0.9999999999999999,1.0
GJ Maxwell,SN Thakur,0.8794995635527091,1.0,1.0,1.0,1.0,1.0,0.7486176648402971
GJ Maxwell,K Rabada,0.04314624150942671,0.5653691131200594,0.5653691131200594,0.5653691131200594,0.919561773008339,1.0,1
GJ Maxwell,SB Jakati,0.16485220361105216,0.7692962212282263,0.7692962212282263,0.7692962212282263,1.0,1.0,1.0
GJ Maxwell,Ankit Soni,0.39900488444422755,0.9414283125780694,0.9526030346541375,0.9526030346541375,0.9999999999999999,0.9999999999999999,0.7975574385460251
GJ Maxwell,STR Binny,0.582575194712461,0.8546330219532507,0.9527966782152688,0.9527966782152688,1.0,1.0,1
GJ Maxwell,CR Brathwaite,0.6903122266190749,0.6903122266190749,0.7239337742302379,0.7239337742302379,1.0,1.0,0.8834268888971131
GJ Maxwell,SS Agarwal,0.4366087027434724,0.767567664503028,0.7680965096346131,0.7680965096346131,0.774531387911132,1.0,0.9996631292468607
GJ Maxwell,Ankit Sharma,0.7446441147882314,0.7446441147882314,0.7446441147882314,0.7446441147882314,1.0,1.0,1.0
GJ Maxwell,RD Chahar,0.44046230652316576,0.7495499424175001,0.7495499424175001,0.7495499424175001,0.8662442717853799,1.0,1
GJ Maxwell,DJ Hooda,0.0,0.7135058916805074,0.7259705665559928,0.7259705665559928,0.8052979981085768,1.0,0.9078466401888312
GJ Maxwell,MG Johnson,0.4156600558595519,0.6617841619211045,0.7062746966295002,0.7062746966295002,0.9545077469720362,1.0,0.3060732513891694
GJ Maxwell,UT Yadav,0.8533469808080072,0.8658398010514303,0.8810449515503456,0.8810449515503456,0.9787399654515141,0.9999999999999999,0.20165666673438687
GJ Maxwell,S Aravind,0.41575934169871204,0.9157046045478777,0.9266655990241284,0.9266655990241284,0.9586673837133443,1.0000000000000002,0.8705489542812351
GJ Maxwell,NM Coulter-Nile,0.4947302735890237,0.9614039237450246,0.9755819381236652,0.9755819381236652,0.9755819381236652,0.9999999999999999,0.6079952220056855
GJ Maxwell,PJ Sangwan,0.2548443561068441,0.4517482142102671,0.5014231244422582,0.5014231244422582,0.5748049645653359,1.0,1
GJ Maxwell,Anureet Singh,0.3305085685838244,0.7193565816563072,0.7787743547723698,0.7787743547723698,1.0,1.0,1.0
GJ Maxwell,KV Sharma,0.32684765208114874,0.6261483883881163,0.6434790758830453,0.6434790758830453,0.6976061460899867,1.0000000000000002,0.9049643921596795
GJ Maxwell,R Vinay Kumar,0.6537118343626855,0.8650052588296083,0.8650052588296083,0.8650052588296083,0.9707740849065793,1.0,1
GJ Maxwell,MS Gony,0.8733776123232797,0.88617758197182,0.88617758197182,0.88617758197182,1.0,1.0,1.0
GJ Maxwell,BA Stokes,0.5517989807881353,0.8347442013243516,0.8350728327097212,0.8350728327097212,0.8949779842771509,1.0000000000000002,1
GJ Maxwell,Tejas Baroka,0.38789547967796734,0.9070872385994914,0.908385324740638,0.908385324740638,0.908385324740638,1.0,1.0
GJ Maxwell,SK Raina,0.18403959397369404,0.8105839877692351,0.8105839877692351,0.8105839877692351,0.9657177439857758,1.0,1
GJ Maxwell,DL Chahar,0.17775905027693265,0.8594004117037521,0.861671326549767,0.861671326549767,0.978975203253753,1.0,0.48445793104428414
GJ Maxwell,MJ Henry,0.07695204387424694,0.7676618169618635,0.7747713990394024,0.7747713990394024,0.9955559056883707,1.0,0.4245133291374843
GJ Maxwell,AD Mathews,0.1391076063965012,0.9007310670248301,0.9134997996970713,0.9134997996970713,0.9134997996970713,1.0,1.0
GJ Maxwell,SL Malinga,0.4829366523975232,0.9233423622023408,0.9812895117349739,0.9812895117349739,0.9999999999999999,0.9999999999999999,0.9457344317836993
GJ Maxwell,Mohammed Siraj,0.352714009927637,0.8008125051399758,0.8154796473269557,0.8154796473269557,0.9846710290788747,0.9999999999999999,1
GJ Maxwell,GJ Maxwell,0.18484823516976853,0.9356522503379248,0.984075919726565,0.984075919726565,0.984075919726565,1.0,0.8484694417965498
GJ Maxwell,T Natarajan,0.5978699967205698,0.9120369120843645,0.9302804484763614,0.9302804484763614,0.9988208751239592,0.9999999999999999,0.8005261018560785
GJ Maxwell,Shakib Al Hasan,0.6876103380391488,0.8881700602857441,0.8881700602857441,0.8881700602857441,1.0,1.0,1.0
GJ Maxwell,Iqbal Abdulla,0.5417524301977097,0.8306177484847778,0.858640449386315,0.858640449386315,0.9673433495409274,1.0,1
GJ Maxwell,AS Rajpoot,0.47394386891951246,0.7331087374652758,0.7331087374652758,0.7331087374652758,0.9917943883548135,1.0,0.9715838205673983
GJ Maxwell,Washington Sundar,0.5154588316561615,0.5570803526429889,0.5570803526429889,0.5570803526429889,0.7335513829144928,1.0,1
GJ Maxwell,S Badree,0.8828320069286133,1.0,1.0,1.0,1.0,1.0,0.8927461279908816
GJ Maxwell,R Tewatia,0.1367974700144383,0.8607007078624805,0.899092714556022,0.899092714556022,0.899092714556022,0.9999999999999999,0.7144648620220542
GJ Maxwell,B Stanlake,0.04456209262577075,0.5218659829803626,0.5218659829803626,0.5218659829803626,0.5586403776647519,0.9999999999999999,0.9773101852673112
GJ Maxwell,HV Patel,0.3851573615705066,0.712566460263323,0.712566460263323,0.712566460263323,0.9813886881612823,0.9999999999999998,0.8285570581207905
GJ Maxwell,A Nehra,0.8783457167651718,0.9185827574041122,0.921758063628847,0.921758063628847,0.9999999999999998,0.9999999999999998,0.9886434812172602
GJ Maxwell,NB Singh,0.4255296992248661,0.878640545585238,0.878640545585238,0.878640545585238,0.9999999999999999,0.9999999999999999,0.8871539623006277
GJ Maxwell,CJ Jordan,0.0,1.0,1.0,1.0,1.0,1.0,0.9539311609246759
GJ Maxwell,S Kaushik,0.5368373093477087,0.8510210639520635,0.8714694421633867,0.8714694421633867,1.0,1.0,1.0
GJ Maxwell,KA Pollard,0.19079945383245192,0.9829092331485912,0.9829092331485912,0.9829092331485912,1.0,1.0,1.0
GJ Maxwell,TA Boult,0.7658698711809119,0.7658698711809119,0.7846110506636046,0.7846110506636046,0.9272324577645388,0.9999999999999998,0.9974288123809122
GJ Maxwell,Avesh Khan,0.5246133123422603,0.8113274276642654,0.8113274276642654,0.8113274276642654,0.8393347417982492,1.0,0.9339899153877126
GJ Maxwell,PP Chawla,0.03795099751857588,0.45492326581039655,0.46246647582135225,0.46246647582135225,0.7789890415347553,1.0,1
GJ Maxwell,TS Mills,0.4852594884921599,0.6465836894829766,0.6465836894829766,0.6465836894829766,0.8817921441282942,0.9999999999999999,0.939674427937482
GJ Maxwell,YK Pathan,1.0,1.0,1.0,1.0,1.0,1.0,1
GJ Maxwell,BCJ Cutting,0.25771051494700775,0.9214312697841993,0.9317992341309217,0.9317992341309217,1.0,1.0,0.9941360896552143
GJ Maxwell,SP Narine,0.02317044327889797,0.9517404435897926,0.9705991360796032,0.9705991360796032,0.9840897883463662,1.0,1
GJ Maxwell,B Kumar,0.7707879776760742,0.8519027371014318,0.894723797291814,0.894723797291814,1.0,1.0,0.8946748916513436
MA Agarwal,A Zampa,0.7692937581635101,0.9356697455819236,1.0,1.0,1.0,1.0,1
MA Agarwal,MM Sharma,0.46867048203364825,0.9799276731650403,0.9995185719098483,0.9995185719098483,1.0,1.0,0.5572460371236536
MA Agarwal,TM Head,0.33005124582510975,0.7755709986155819,0.8691992672409509,0.8691992672409509,1.0,1.0,0.5213043281138259
MA Agarwal,AJ Tye,0.6377112412266998,0.8539483659448049,0.8900247927527224,0.8900247927527224,0.9999999999999999,0.9999999999999999,0.756699273985797
MA Agarwal,R Bhatia,0.0,0.0,0.7833969165626605,0.7833969165626605,1.0,1.0,0.8898779027014867
MA Agarwal,Mustafizur Rahman,0.479141230661549,0.8559083207478617,1.0,1.0,1.0,1.0,1.0
MA Agarwal,Basil Thampi,0.459399732468962,0.8109141660766828,0.9887869098175184,0.9887869098175184,0.9999999999999998,0.9999999999999998,0.7925539765918569
MA Agarwal,AF Milne,0.6661744147175637,0.6661744147175637,0.8469300120410446,0.8469300120410446,1.0,1.0,0.7440186438461089
MA Agarwal,AB Dinda,0.3299780194561989,0.867412468203631,0.8899602254162968,0.8899602254162968,1.0,1.0,1
MA Agarwal,Mohammed Shami,0.7264997217928707,0.8925997714437953,1.0,1.0,1.0,1.0,0.8114559181651493
MA Agarwal,DT Christian,0.8142349474261114,0.9258683049973351,1.0,1.0,1.0,1.0,0.9925151228228762
MA Agarwal,JD Unadkat,0.8531332638964445,0.8531332638964445,0.8874595727340069,0.8874595727340069,1.0,1.0,0.704079540939784
MA Agarwal,KC Cariappa,0.8685254428864284,0.8685254428864284,1.0,1.0,1.0,1.0,0.5899226513944614
MA Agarwal,MP Stoinis,0.9069598566980499,0.9069598566980499,0.9374978411199979,0.9374978411199979,0.9999999999999998,0.9999999999999998,0.7001587108939558
MA Agarwal,Mohammad Nabi,0.6953309612289105,0.9341284374031315,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.7072229873326386
MA Agarwal,I Sharma,0.14591788177398704,0.842615718731688,0.8595143895503401,0.8595143895503401,1.0,1.0,1.0
MA Agarwal,CJ Anderson,0.28614518162755764,0.28614518162755764,1.0,1.0,1.0,1.0,0.6915914300997045
MA Agarwal,Swapnil Singh,0.49402953586711496,0.49402953586711496,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9055736180546765
