batsman,bowler,0,1,2,3,4,6,notout
Bipul Sharma,Ankit Soni,0.3484264985989433,0.06712345681131487,0.33991232394646725,0.0,0.21704154248214994,0.027496178161124634,1,
Bipul Sharma,STR Binny,0.5654092195869261,0.0,0.19388705189629515,0.0,0.2407037285167787,0.0,0.8999047120404378,
Bipul Sharma,CR Brathwaite,0.28972559575656837,0.45656681061955584,0.1310570534249361,0.0,0.12265054019893978,0.0,1,
Bipul Sharma,PJ Cummins,0.678707060024381,0.02600152681754623,0.18051151829589915,0.0,0.09900875627521301,0.015771138586960554,1,
Bipul Sharma,SS Agarwal,0.24132822543353008,0.4873807898734535,0.20179172365732534,0.0,0.0694992610356912,0.0,1,
Bipul Sharma,TG Southee,0.5089594659832648,0.21103886405323957,0.14266970577066607,0.0,0.018408725646033373,0.11892323854679625,0.9626925912896477,
Bipul Sharma,MJ McClenaghan,0.42867343482542625,0.39101190202352304,0.12629319073364603,0.0,0.05402147241740459,0.0,0.9621917667653603,
Bipul Sharma,Ankit Sharma,0.0,0.9562816504943962,0.0,0.0,0.04371834950560395,0.0,1.0,
Bipul Sharma,RD Chahar,0.5440155072337091,0.16144352474706142,0.2745070480216025,0.0,0.02003391999762697,0.0,1,
Bipul Sharma,RA Jadeja,0.23359679847330986,0.34158057539896874,0.39625812210272876,0.0,0.02856450402499262,0.0,1,
Bipul Sharma,DJ Hooda,0.7129476906778788,0.05144664053946838,0.11665705638962762,0.0,0.11894861239302533,0.0,0.9921520417378327,
Bipul Sharma,MM Patel,0.0,0.3587982347714711,0.6198809276412323,0.0,0.0,0.021320837587296682,0.9794375502292804,
Bipul Sharma,MG Johnson,0.39232981873867717,0.341243910873972,0.26642627038735084,0.0,0.0,0.0,1,
Bipul Sharma,UT Yadav,0.3162290875094231,0.4193569965320813,0.10899508794414804,0.0,0.06674661109068364,0.08867221692366403,1,
Bipul Sharma,S Aravind,0.1211819456506037,0.35386380944000695,0.23986139478489632,0.0,0.23842717431996316,0.04666567580452983,1,
Bipul Sharma,C de Grandhomme,0.5309478312517744,0.0690722404867345,0.0,0.0,0.107608270912563,0.29237165734892817,1,
Bipul Sharma,NM Coulter-Nile,0.49218195276755133,0.4852709212046424,0.021011135851356083,0.0,0.0,0.0015359901764502432,0.9986210609675635,
Bipul Sharma,CH Morris,0.47026481658507585,0.13955387452989693,0.20678123650900496,0.0,0.10030922798484371,0.08309084439117857,1,
Bipul Sharma,PJ Sangwan,0.4885620586467904,0.0,0.289648513795548,0.0,0.2077934579652068,0.013995969592454745,0.9889430578487667,
Bipul Sharma,Anureet Singh,0.17404836244762137,0.2797498151111503,0.3117021041547971,0.0,0.2344997182864311,0.0,1.0,
Bipul Sharma,A Mishra,0.13104106976980429,0.44894776081384047,0.3269860511749277,0.0,0.02725450320578869,0.06577061503563877,1,
Bipul Sharma,A Choudhary,0.6479745667131813,0.198800806884664,0.0614658021521113,0.0,0.0,0.09175882425004331,1,
Bipul Sharma,DS Kulkarni,0.5058185468530546,0.07579269527273723,0.2848283855827697,0.0,0.048901292864442704,0.08465907942699566,1,
Bipul Sharma,KV Sharma,0.6311243212222971,0.0,0.1680125242718053,0.0,0.133937097110419,0.0669260573954786,0.9848287865573859,
Bipul Sharma,R Vinay Kumar,0.6144864153850012,0.29470030360761806,0.0,0.0,0.08550868567557451,0.005304595331806356,0.9953646537460281,
Bipul Sharma,MS Gony,0.4947895089010583,0.05360307961177908,0.29080632137277485,0.0,0.11428728669509375,0.046513803419294016,1.0,
Bipul Sharma,BA Stokes,0.27715366507092976,0.2718406505068349,0.4253042933473562,0.0,0.019713114140342453,0.005988276934536667,0.9992054697653615,
Bipul Sharma,Tejas Baroka,0.29737136885303495,0.11038029417384385,0.3765222465433163,0.0,0.06137382954449033,0.15435226088531473,1.0,
Bipul Sharma,SK Raina,0.4914715638977193,0.21460567754955623,0.1055547736259577,0.0,0.011067582883290898,0.17730040204347602,0.9010570741906299,
Bipul Sharma,DL Chahar,0.2548115999063397,0.4372588819050848,0.2406273835216393,0.0,0.0,0.06730213466693623,1,
Bipul Sharma,MJ Henry,0.5286867627784911,0.18725747952652297,0.04977991358362215,0.0,0.0014034588029220264,0.2328723853084417,1,
Bipul Sharma,AD Mathews,0.0,0.5520989268081987,0.36339757239722065,0.0,0.01759711384311881,0.06690638695146178,1.0,
Bipul Sharma,SL Malinga,0.3116120713012874,0.09677848209375892,0.5769012271787223,0.0,0.0,0.014708219426231454,0.9622595316514894,
Bipul Sharma,Mohammed Siraj,0.3829552681908953,0.1205188058012698,0.4307567474249053,0.0,0.0,0.06576917858292967,0.9700702571655202,
Bipul Sharma,GJ Maxwell,0.3221219548459528,0.13706822334899596,0.3190489082874798,0.0,0.18857677763695951,0.033184135880611774,1,
Bipul Sharma,T Natarajan,0.0,0.7780118558282895,0.0,0.0,0.08340489992806699,0.13858324424364354,1,
Bipul Sharma,Rashid Khan,0.6020064814524313,0.0,0.32014779831542983,0.0,0.07784572023213884,0.0,1,
Bipul Sharma,Shakib Al Hasan,0.4678899225612622,0.3155482679437691,0.0,0.0,0.10605912433302057,0.11050268516194807,1.0,
Bipul Sharma,Iqbal Abdulla,0.57748211377138,0.2723441661644184,0.0,0.0,0.05917418412322735,0.09099953594097415,0.9074793756764061,
Bipul Sharma,AS Rajpoot,0.2874289222996415,0.5868885464406901,0.0,0.0,0.0,0.1256825312596684,1,
Bipul Sharma,Washington Sundar,0.553772938425387,0.3457117979850847,0.060925359989185454,0.0,0.021183549649202948,0.01840635395113981,1,
Bipul Sharma,Harbhajan Singh,0.4441090156433533,0.2820148898075154,0.16446661466401613,0.0,0.10940947988511501,0.0,0.9762627386597273,
Bipul Sharma,Imran Tahir,0.2963213373408998,0.20636345888513768,0.3805186901980163,0.0,0.06487558135261325,0.05192093222333274,1,
Bipul Sharma,S Badree,0.7047228279614806,0.0,0.0,0.0,0.12361408299147954,0.17166308904703997,0.9094372573957987,
Bipul Sharma,R Tewatia,0.8088023528070052,0.0,0.0,0.0,0.07577222044998959,0.11542542674300513,0.9866979090375905,
Bipul Sharma,P Kumar,0.5825276304219572,0.0369968377178393,0.37861067859274,0.0,0.001864853267463466,0.0,0.9951507636792652,
Bipul Sharma,B Stanlake,0.112288271785648,0.887711728214352,0.0,0.0,0.0,0.0,0.9703637853924083,
Bipul Sharma,HV Patel,0.36072140474767755,0.0,0.0,0.0,0.6150887228908464,0.024189872361476093,1,
Bipul Sharma,A Nehra,0.6960587702403357,0.0,0.0,0.0,0.30394122975966426,0.0,1,
Bipul Sharma,NB Singh,0.6458387270150748,0.15251978030655156,0.0,0.0,0.20164149267837353,0.0,1,
Bipul Sharma,CJ Jordan,0.5338614863964625,0.4661385136035375,0.0,0.0,0.0,0.0,0.9624481399022752,
Bipul Sharma,S Kaushik,0.3463121455685368,0.3450131340499456,0.19106264276847904,0.0,0.0,0.11761207761303856,1.0,
Bipul Sharma,KA Pollard,0.24156249888339207,0.20019080016647015,0.0,0.0,0.05780132049888705,0.5004453804512508,1.0,
Bipul Sharma,TA Boult,0.31698363740171986,0.3974982594708142,0.11062348546657191,0.0,0.17489461766089398,0.0,0.966152176840744,
Bipul Sharma,Avesh Khan,0.7839907544636785,0.12988906686065574,0.0,0.0,0.08612017867566575,0.0,1,
Bipul Sharma,PP Chawla,0.31733020293956654,0.46325736315497545,0.02045303058881807,0.0,0.06001200655665851,0.1389473967599815,1,
Bipul Sharma,TS Mills,0.5638165617203552,0.26925610566251595,0.0,0.0,0.14556267565480333,0.021364656962325673,1,
Bipul Sharma,YK Pathan,0.5784629351173228,0.15175447017143537,0.017311725458398992,0.0,0.0887933770554593,0.16367749219738334,0.9665477695627624,
Bipul Sharma,KH Pandya,0.3905399722274743,0.4955966421099381,0.0,0.0,0.08215748023590508,0.031705905426682474,0.9705991119761027,
Bipul Sharma,BCJ Cutting,0.4832683454044772,0.0,0.22685208538844306,0.0,0.2554384263537737,0.034441142853306045,0.9876352900496222,
Bipul Sharma,MC Henriques,0.07657596028770246,0.7465288802190242,0.07212047544425389,0.0,0.08851064402642958,0.01626404002258997,1,
Bipul Sharma,SP Narine,0.4705828506048977,0.0,0.35937992699166416,0.0,0.11023995362058203,0.059797268782856024,0.9224313002436028,
Bipul Sharma,B Kumar,0.7095460714148634,0.1500210315019111,0.0,0.0,0.08932225155196193,0.051110645531263516,1,
GJ Maxwell,A Zampa,0.18570136663857234,0.7033378883941693,0.02300981671531167,0.0,0.0,0.08795092825194657,0.7011444757065022,
GJ Maxwell,MM Sharma,0.13610715983516672,0.5254711848175293,0.010106885206355144,0.0,0.0,0.3283147701409489,1,
GJ Maxwell,TM Head,0.0,0.7736883405672124,0.04758949169112631,0.0,0.0,0.17872216774166144,1,
GJ Maxwell,P Negi,0.43786187925763503,0.41326077917122067,0.033207035323531066,0.0,0.10204512494960954,0.013625181298003714,1,
GJ Maxwell,R Bhatia,0.514634331362353,0.10526431341692186,0.01791647233083528,0.0,0.3600898213451713,0.0020950615447185394,0.9676743758034264,
GJ Maxwell,Mustafizur Rahman,0.4047720593596338,0.48474610726743667,0.0,0.0,0.0,0.11048183337292944,1.0,
GJ Maxwell,Basil Thampi,0.0,0.8514665775095394,0.02693959870326202,0.0,0.0,0.1215938237871986,0.9701769492533799,
GJ Maxwell,AF Milne,0.0,0.433518987530673,0.0,0.0,0.0,0.5664810124693269,0.6993313296853259,
GJ Maxwell,AB Dinda,0.0,0.9416661096841002,0.014524711840151517,0.0,0.0307352962081499,0.013073882267598329,1,
GJ Maxwell,Bipul Sharma,0.14217285310080696,0.0,0.09853128241804748,0.0,0.21265891720523178,0.5466369472759138,1,
GJ Maxwell,DT Christian,0.48145764579176903,0.26431611069481764,0.05269971978706781,0.0,0.1549428900438077,0.04658363368253784,0.4866652705457748,
GJ Maxwell,KC Cariappa,0.4705663173543382,0.2631449151390953,0.010111337538320386,0.0,0.22033795521042565,0.03583947475782051,1,
GJ Maxwell,MP Stoinis,0.0,0.0,0.05039796267758865,0.0,0.44800649366837836,0.5015955436540331,1,
GJ Maxwell,Mohammad Nabi,0.667051620893038,0.2674208248812895,0.0023612275071254805,0.0,0.0026322131334394457,0.06053411358510757,1,
GJ Maxwell,I Sharma,0.5725219639324443,0.3768612486635941,0.04930452904663378,0.0,0.0,0.0013122583573278869,1.0,
GJ Maxwell,CJ Anderson,0.41986685402221896,0.2817037336680293,0.010352869323752796,0.0,0.0,0.288076542985999,1,
GJ Maxwell,JP Faulkner,0.4345340038656245,0.5177588558962816,0.0016685206658191584,0.0,0.0,0.04603861957227472,1,
GJ Maxwell,S Kaul,0.8405422102367456,0.07449096309017762,0.02032703561184088,0.0,0.043433496559387705,0.02120629450184838,0.20130470322912375,
GJ Maxwell,SR Watson,0.4910144046572256,0.21375840191558867,0.019101386930796375,0.0,0.2761258064963894,0.0,0.9961327129097398,
GJ Maxwell,YS Chahal,0.6633473987332319,0.24543307320613103,0.013462561899600729,0.0,0.0,0.07775696616103636,0.9012617093999291,
GJ Maxwell,CR Woakes,0.4416614436223445,0.47100148737253694,0.013241438208338679,0.0,0.0691416878447939,0.0049539429519859695,1,
GJ Maxwell,J Yadav,0.23502389407429647,0.6986099973740137,0.02376313257885819,0.0,0.0,0.0426029759728316,1.0,
GJ Maxwell,BB Sran,0.7479421822344686,0.008953411723679536,0.003220774706463901,0.0,0.23850512544905683,0.001378505886331149,1.0,
GJ Maxwell,RA Tripathi,0.0,0.6724175567271581,0.0,0.0,0.32758244327284186,0.0,1.0,
GJ Maxwell,IK Pathan,0.5485091072534076,0.19687817661772672,0.04172391553089949,0.0,0.0,0.21288880059796603,1,
GJ Maxwell,LH Ferguson,0.9177739741838297,0.010703494268900255,0.0076047661335025,0.0,0.06391776541376748,0.0,0.9736775236782127,
GJ Maxwell,MN Samuels,0.3848218835880077,0.34055960457803125,0.0,0.0,0.17856132618769507,0.09605718564626588,1.0,
GJ Maxwell,SN Thakur,0.8794995635527091,0.12050043644729094,0.0,0.0,0.0,0.0,0.7486176648402971,
GJ Maxwell,K Rabada,0.04314624150942671,0.5222228716106327,0.0,0.0,0.35419265988827947,0.08043822699166106,1,
GJ Maxwell,SB Jakati,0.16485220361105216,0.6044440176171741,0.0,0.0,0.23070377877177378,0.0,1.0,
GJ Maxwell,Ankit Soni,0.39900488444422755,0.5424234281338418,0.011174722076068136,0.0,0.04739696534586238,0.0,0.7975574385460251,
GJ Maxwell,STR Binny,0.582575194712461,0.2720578272407897,0.09816365626201802,0.0,0.047203321784731175,0.0,1,
GJ Maxwell,CR Brathwaite,0.6903122266190749,0.0,0.03362154761116303,0.0,0.2760662257697621,0.0,0.8834268888971131,
GJ Maxwell,SS Agarwal,0.4366087027434724,0.3309589617595556,0.0005288451315850491,0.0,0.00643487827651889,0.22546861208886804,0.9996631292468607,
GJ Maxwell,Ankit Sharma,0.7446441147882314,0.0,0.0,0.0,0.25535588521176855,0.0,1.0,
GJ Maxwell,RD Chahar,0.44046230652316576,0.30908763589433425,0.0,0.0,0.11669432936787982,0.13375572821462012,1,
GJ Maxwell,DJ Hooda,0.0,0.7135058916805074,0.012464674875485375,0.0,0.07932743155258405,0.19470200189142323,0.9078466401888312,
GJ Maxwell,MG Johnson,0.4156600558595519,0.24612410606155258,0.04449053470839569,0.0,0.2482330503425361,0.04549225302796377,0.3060732513891694,
GJ Maxwell,UT Yadav,0.8533469808080072,0.012492820243423169,0.015205150498915267,0.0,0.09769501390116858,0.021260034548485848,0.20165666673438687,
GJ Maxwell,S Aravind,0.41575934169871204,0.4999452628491657,0.010960994476250705,0.0,0.032001784689215836,0.04133261628665586,0.8705489542812351,
GJ Maxwell,NM Coulter-Nile,0.4947302735890237,0.4666736501560009,0.014178014378640632,0.0,0.0,0.024418061876334687,0.6079952220056855,
GJ Maxwell,PJ Sangwan,0.2548443561068441,0.196903858103423,0.04967491023199114,0.0,0.07338184012307769,0.4251950354346641,1,
GJ Maxwell,Anureet Singh,0.3305085685838244,0.38884801307248285,0.05941777311606261,0.0,0.22122564522763016,0.0,1.0,
GJ Maxwell,KV Sharma,0.32684765208114874,0.2993007363069675,0.017330687494929043,0.0,0.05412707020694141,0.30239385391001344,0.9049643921596795,
GJ Maxwell,R Vinay Kumar,0.6537118343626855,0.21129342446692276,0.0,0.0,0.10576882607697105,0.029225915093420676,1,
GJ Maxwell,MS Gony,0.8733776123232797,0.012799969648540294,0.0,0.0,0.11382241802818012,0.0,1.0,
GJ Maxwell,BA Stokes,0.5517989807881353,0.28294522053621624,0.00032863138536968464,0.0,0.05990515156742971,0.10502201572284926,1,
GJ Maxwell,Tejas Baroka,0.38789547967796734,0.519191758921524,0.0012980861411466288,0.0,0.0,0.09161467525936194,1.0,
GJ Maxwell,SK Raina,0.18403959397369404,0.626544393795541,0.0,0.0,0.1551337562165407,0.034282256014224216,1,
GJ Maxwell,DL Chahar,0.17775905027693265,0.6816413614268195,0.0022709148460148287,0.0,0.11730387670398597,0.02102479674624707,0.48445793104428414,
GJ Maxwell,MJ Henry,0.07695204387424694,0.6907097730876166,0.007109582077538921,0.0,0.22078450664896826,0.004444094311629384,0.4245133291374843,
GJ Maxwell,AD Mathews,0.1391076063965012,0.7616234606283289,0.01276873267224124,0.0,0.0,0.0865002003029288,1.0,
GJ Maxwell,SL Malinga,0.4829366523975232,0.4404057098048176,0.057947149532633184,0.0,0.018710488265026023,0.0,0.9457344317836993,
GJ Maxwell,Mohammed Siraj,0.352714009927637,0.4480984952123388,0.01466714218697984,0.0,0.169191381751919,0.01532897092112522,1,
GJ Maxwell,GJ Maxwell,0.18484823516976853,0.7508040151681562,0.04842366938864026,0.0,0.0,0.015924080273434945,0.8484694417965498,
GJ Maxwell,T Natarajan,0.5978699967205698,0.3141669153637947,0.01824353639199687,0.0,0.06854042664759787,0.0011791248760406794,0.8005261018560785,
GJ Maxwell,Shakib Al Hasan,0.6876103380391488,0.20055972224659518,0.0,0.0,0.11182993971425599,0.0,1.0,
GJ Maxwell,Iqbal Abdulla,0.5417524301977097,0.2888653182870681,0.02802270090153725,0.0,0.10870290015461236,0.03265665045907269,1,
GJ Maxwell,AS Rajpoot,0.47394386891951246,0.25916486854576337,0.0,0.0,0.2586856508895376,0.00820561164518655,0.9715838205673983,
GJ Maxwell,Washington Sundar,0.5154588316561615,0.04162152098682744,0.0,0.0,0.1764710302715039,0.26644861708550727,1,
GJ Maxwell,S Badree,0.8828320069286133,0.1171679930713867,0.0,0.0,0.0,0.0,0.8927461279908816,
GJ Maxwell,R Tewatia,0.1367974700144383,0.7239032378480422,0.038392006693541515,0.0,0.0,0.1009072854439779,0.7144648620220542,
GJ Maxwell,B Stanlake,0.04456209262577075,0.4773038903545918,0.0,0.0,0.036774394684389415,0.44135962233524795,0.9773101852673112,
GJ Maxwell,HV Patel,0.3851573615705066,0.3274090986928165,0.0,0.0,0.2688222278979593,0.018611311838717493,0.8285570581207905,
GJ Maxwell,A Nehra,0.8783457167651718,0.04023704063894044,0.00317530622473487,0.0,0.07824193637115279,0.0,0.9886434812172602,
GJ Maxwell,NB Singh,0.4255296992248661,0.4531108463603719,0.0,0.0,0.12135945441476194,0.0,0.8871539623006277,
GJ Maxwell,CJ Jordan,0.0,1.0,0.0,0.0,0.0,0.0,0.9539311609246759,
GJ Maxwell,S Kaushik,0.5368373093477087,0.3141837546043548,0.020448378211323302,0.0,0.12853055783661327,0.0,1.0,
GJ Maxwell,KA Pollard,0.19079945383245192,0.7921097793161394,0.0,0.0,0.017090766851408746,0.0,1.0,
GJ Maxwell,TA Boult,0.7658698711809119,0.0,0.018741179482692737,0.0,0.14262140710093416,0.07276754223546104,0.9974288123809122,
GJ Maxwell,Avesh Khan,0.5246133123422603,0.2867141153220051,0.0,0.0,0.02800731413398378,0.16066525820175087,0.9339899153877126,
GJ Maxwell,PP Chawla,0.03795099751857588,0.41697226829182066,0.00754321001095572,0.0,0.31652256571340304,0.22101095846524477,1,
GJ Maxwell,TS Mills,0.4852594884921599,0.16132420099081674,0.0,0.0,0.23520845464531762,0.11820785587170571,0.939674427937482,
GJ Maxwell,YK Pathan,1.0,0.0,0.0,0.0,0.0,0.0,1,
GJ Maxwell,BCJ Cutting,0.25771051494700775,0.6637207548371916,0.01036796434672238,0.0,0.06820076586907829,0.0,0.9941360896552143,
GJ Maxwell,SP Narine,0.02317044327889797,0.9285700003108946,0.018858692489810605,0.0,0.013490652266762927,0.015910211653633793,1,
GJ Maxwell,B Kumar,0.7707879776760742,0.0811147594253576,0.042821060190382114,0.0,0.10527620270818604,0.0,0.8946748916513436,
MA Agarwal,A Zampa,0.7692937581635101,0.16637598741841347,0.0643302544180764,0.0,0.0,0.0,1,
MA Agarwal,MM Sharma,0.46867048203364825,0.511257191131392,0.019590898744808034,0.0,0.0004814280901517254,0.0,0.5572460371236536,
MA Agarwal,TM Head,0.33005124582510975,0.4455197527904721,0.09362826862536903,0.0,0.13080073275904908,0.0,0.5213043281138259,
MA Agarwal,AJ Tye,0.6377112412266998,0.2162371247181052,0.03607642680791749,0.0,0.10997520724727754,0.0,0.756699273985797,
MA Agarwal,R Bhatia,0.0,0.0,0.7833969165626605,0.0,0.21660308343733944,0.0,0.8898779027014867,
MA Agarwal,Mustafizur Rahman,0.479141230661549,0.3767670900863127,0.14409167925213834,0.0,0.0,0.0,1.0,
MA Agarwal,Basil Thampi,0.459399732468962,0.35151443360772083,0.17787274374083561,0.0,0.011213090182481414,0.0,0.7925539765918569,
MA Agarwal,AF Milne,0.6661744147175637,0.0,0.18075559732348084,0.0,0.15306998795895546,0.0,0.7440186438461089,
MA Agarwal,AB Dinda,0.3299780194561989,0.5374344487474322,0.022547757212665748,0.0,0.11003977458370318,0.0,1,
MA Agarwal,Mohammed Shami,0.7264997217928707,0.1661000496509246,0.10740022855620475,0.0,0.0,0.0,0.8114559181651493,
MA Agarwal,DT Christian,0.8142349474261114,0.1116333575712237,0.07413169500266492,0.0,0.0,0.0,0.9925151228228762,
MA Agarwal,JD Unadkat,0.8531332638964445,0.0,0.03432630883756233,0.0,0.1125404272659931,0.0,0.704079540939784,
MA Agarwal,KC Cariappa,0.8685254428864284,0.0,0.1314745571135716,0.0,0.0,0.0,0.5899226513944614,
MA Agarwal,MP Stoinis,0.9069598566980499,0.0,0.03053798442194805,0.0,0.06250215888000188,0.0,0.7001587108939558,
MA Agarwal,Mohammad Nabi,0.6953309612289105,0.238797476174221,0.06587156259686847,0.0,0.0,0.0,0.7072229873326386,
MA Agarwal,I Sharma,0.14591788177398704,0.6966978369577009,0.01689867081865212,0.0,0.14048561044965993,0.0,1.0,
MA Agarwal,CJ Anderson,0.28614518162755764,0.0,0.7138548183724424,0.0,0.0,0.0,0.6915914300997045,
MA Agarwal,Swapnil Singh,0.49402953586711496,0.0,0.5059704641328849,0.0,0.0,0.0,0.9055736180546765,
MA Agarwal,S Kaul,0.6757380003245831,0.0,0.22832374874938324,0.0,0.09593825092603374,0.0,0.861147437217255,
MA Agarwal,CR Woakes,0.18073519104444374,0.4752522663995354,0.08631276007457192,0.0,0.2576997824814489,0.0,0.9199313565756657,
MA Agarwal,Kuldeep Yadav,0.6242335192461014,0.14297664401720359,0.15950324423173057,0.0,0.07328659250496436,0.0,0.8999738337285988,
MA Agarwal,DR Smith,0.16576908998555617,0.8342309100144438,0.0,0.0,0.0,0.0,0.8570518814225208,
MA Agarwal,J Yadav,0.7085985796763059,0.2896825462580528,0.001718874065641275,0.0,0.0,0.0,1.0,
MA Agarwal,RA Tripathi,0.0,1.0,0.0,0.0,0.0,0.0,1.0,
MA Agarwal,IK Pathan,0.6748504054504249,0.0,0.32514959454957515,0.0,0.0,0.0,0.621981925221009,
MA Agarwal,HH Pandya,0.9369776305468267,0.027333413352805445,0.008723847167027017,0.0,0.026965108933340812,0.0,0.990292874913954,
MA Agarwal,VR Aaron,0.7188542481453415,0.0,0.057326938553508115,0.0,0.22381881330115036,0.0,0.9317536995961642,
MA Agarwal,LH Ferguson,0.8744151689730005,0.0,0.04809484054721006,0.0,0.07748999047978936,0.0,0.8587814242441522,
MA Agarwal,MN Samuels,0.6443336800499009,0.01361590421193164,0.2643651893163254,0.0,0.077685226421842,0.0,1.0,
MA Agarwal,SN Thakur,0.0,0.0,0.8112566552267042,0.0,0.1887433447732958,0.0,0.6833530627096385,
