batid,bowlid,batsman,bowler,0,1,2,3,4,6,out,batclustno,bowlclustno,balls
9,178,MK Pandey,VR Aaron,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,5,3,3,
9,146,MK Pandey,AR Patel,0.25,0.5833333333333334,0.08333333333333333,0.0,0.08333333333333333,0.0,0.0,5,5,12,
9,152,MK Pandey,MM Sharma,0.3,0.6,0.0,0.0,0.1,0.0,0.0,5,5,10,
9,154,MK Pandey,Sandeep Sharma,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,5,4,
9,172,MK Pandey,MP Stoinis,0.5,0.0,0.0,0.0,0.0,0.5,0.0,5,3,2,
3,234,CH Gayle,TG Southee,0.6,0.4,0.0,0.0,0.0,0.0,0.0,5,4,5,
211,234,V Kohli,TG Southee,0.2222222222222222,0.3333333333333333,0.1111111111111111,0.0,0.2222222222222222,0.1111111111111111,0.0,1,4,9,
211,149,V Kohli,Harbhajan Singh,0.125,0.75,0.0,0.0,0.125,0.0,0.0,1,5,8,
3,149,CH Gayle,Harbhajan Singh,0.6875,0.1875,0.0,0.0,0.0625,0.0625,0.0,5,5,16,
211,151,V Kohli,MJ McClenaghan,0.5833333333333334,0.3333333333333333,0.08333333333333333,0.0,0.0,0.0,0.16666666666666666,1,1,12,
3,151,CH Gayle,MJ McClenaghan,0.4,0.4,0.0,0.0,0.2,0.0,0.0,5,1,5,
211,150,V Kohli,JJ Bumrah,0.4166666666666667,0.3333333333333333,0.0,0.0,0.08333333333333333,0.16666666666666666,0.0,1,1,12,
3,150,CH Gayle,JJ Bumrah,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,1,1,
211,218,V Kohli,HH Pandya,0.25,0.75,0.0,0.0,0.0,0.0,0.0,1,4,8,
3,218,CH Gayle,HH Pandya,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5,4,1,
195,218,AB de Villiers,HH Pandya,0.16666666666666666,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,1,4,6,
195,221,AB de Villiers,KH Pandya,0.43478260869565216,0.43478260869565216,0.0,0.0,0.043478260869565216,0.08695652173913042,0.08695652173913042,1,4,23,
211,221,V Kohli,KH Pandya,0.25,0.375,0.25,0.0,0.125,0.0,0.0,1,4,8,
195,150,AB de Villiers,JJ Bumrah,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,1,1,3,
223,151,KM Jadhav,MJ McClenaghan,0.14285714285714285,0.8571428571428571,0.0,0.0,0.0,0.0,0.14285714285714285,0,1,7,
195,151,AB de Villiers,MJ McClenaghan,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.0,1,1,7,
223,221,KM Jadhav,KH Pandya,0.16666666666666666,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0,4,6,
185,221,P Negi,KH Pandya,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,2,4,3,
223,150,KM Jadhav,JJ Bumrah,0.09090909090909093,0.5454545454545454,0.2727272727272727,0.0,0.09090909090909093,0.0,0.0,0,1,11,
185,150,P Negi,JJ Bumrah,0.2857142857142857,0.42857142857142855,0.21428571428571427,0.0,0.0,0.07142857142857142,0.07142857142857142,2,1,14,
226,151,Mandeep Singh,MJ McClenaghan,0.5,0.16666666666666666,0.0,0.0,0.3333333333333333,0.0,0.16666666666666666,4,1,6,
192,151,STR Binny,MJ McClenaghan,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1,1,
185,151,P Negi,MJ McClenaghan,0.4,0.2,0.3,0.0,0.1,0.0,0.1,2,1,10,
192,150,STR Binny,JJ Bumrah,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,2,1,3,
11,133,PA Patel,S Badree,0.8333333333333334,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,5,0,6,
200,133,JC Buttler,S Badree,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1,0,3,
11,210,PA Patel,STR Binny,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,5,2,3,
200,210,JC Buttler,STR Binny,0.5,0.5,0.0,0.0,0.0,0.0,0.5,1,2,2,
205,210,RG Sharma,STR Binny,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,1,
65,133,MJ McClenaghan,S Badree,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,1,
205,133,RG Sharma,S Badree,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,1,
6,133,KA Pollard,S Badree,0.5,0.5,0.0,0.0,0.0,0.0,0.0,5,0,6,
10,133,N Rana,S Badree,0.75,0.25,0.0,0.0,0.0,0.0,0.125,5,0,8,
6,175,KA Pollard,S Aravind,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.0,0.0,0.0,0.0,5,3,14,
10,175,N Rana,S Aravind,0.25,0.5,0.0,0.0,0.25,0.0,0.0,5,3,4,
10,141,N Rana,TS Mills,0.25,0.5,0.0,0.0,0.25,0.0,0.0,5,0,4,
6,141,KA Pollard,TS Mills,0.25,0.5,0.0,0.0,0.25,0.0,0.0,5,0,8,
6,158,KA Pollard,YS Chahal,0.3076923076923077,0.38461538461538464,0.07692307692307693,0.0,0.07692307692307693,0.15384615384615385,0.15384615384615385,5,1,13,
10,158,N Rana,YS Chahal,0.5,0.3,0.0,0.0,0.2,0.0,0.0,5,1,10,
7,175,KH Pandya,S Aravind,0.5,0.3,0.1,0.0,0.1,0.0,0.0,5,3,10,
7,158,KH Pandya,YS Chahal,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,5,1,6,
7,141,KH Pandya,TS Mills,0.375,0.375,0.0,0.0,0.25,0.0,0.0,5,0,8,
7,210,KH Pandya,STR Binny,0.25,0.5,0.25,0.0,0.0,0.0,0.0,5,2,4,
6,210,KA Pollard,STR Binny,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,5,2,3,
6,202,KA Pollard,P Negi,0.4,0.26666666666666666,0.13333333333333333,0.0,0.0,0.2,0.0,5,2,15,
7,202,KH Pandya,P Negi,0.16666666666666666,0.8333333333333334,0.0,0.0,0.0,0.0,0.16666666666666666,5,2,6,
221,158,HH Pandya,YS Chahal,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,1,1,
221,141,HH Pandya,TS Mills,0.75,0.0,0.0,0.0,0.0,0.25,0.0,5,0,4,
196,173,AM Rahane,P Kumar,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1,0,3,
16,173,SPD Smith,P Kumar,0.5,0.125,0.0,0.0,0.375,0.0,0.0,5,0,8,
13,162,RA Tripathi,Basil Thampi,0.3333333333333333,0.5,0.0,0.0,0.16666666666666666,0.0,0.0,5,3,6,
16,162,SPD Smith,Basil Thampi,0.5714285714285714,0.2857142857142857,0.0,0.0,0.14285714285714285,0.0,0.0,5,3,7,
13,173,RA Tripathi,P Kumar,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.0,0.2222222222222222,0.2222222222222222,0.0,5,0,9,
16,208,SPD Smith,SB Jakati,0.4,0.2,0.0,0.0,0.2,0.2,0.0,5,2,5,
13,208,RA Tripathi,SB Jakati,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,2,1,
13,212,RA Tripathi,AJ Tye,0.5,0.25,0.25,0.0,0.0,0.0,0.25,5,4,4,
16,212,SPD Smith,AJ Tye,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,4,1,
214,212,BA Stokes,AJ Tye,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0,4,2,
16,153,SPD Smith,RA Jadeja,0.0,0.8571428571428571,0.0,0.0,0.14285714285714285,0.0,0.0,5,1,7,
214,153,BA Stokes,RA Jadeja,0.18181818181818185,0.4545454545454545,0.09090909090909093,0.0,0.0,0.2727272727272727,0.0,0,1,11,
214,162,BA Stokes,Basil Thampi,0.2352941176470588,0.4705882352941176,0.05882352941176471,0.0,0.1176470588235294,0.1176470588235294,0.0,0,3,17,
16,188,SPD Smith,DR Smith,0.5,0.0,0.5,0.0,0.0,0.0,0.5,5,5,2,
214,188,BA Stokes,DR Smith,0.13333333333333333,0.5333333333333333,0.06666666666666668,0.0,0.2,0.06666666666666668,0.0,0,5,15,
228,188,MK Tiwary,DR Smith,0.8,0.2,0.0,0.0,0.0,0.0,0.0,2,5,5,
214,135,BA Stokes,SK Raina,0.0,0.75,0.0,0.0,0.25,0.0,0.0,0,0,4,
228,135,MK Tiwary,SK Raina,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,0,2,
204,212,MS Dhoni,AJ Tye,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1,4,3,
228,212,MK Tiwary,AJ Tye,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,2,4,7,
228,208,MK Tiwary,SB Jakati,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,2,2,3,
204,208,MS Dhoni,SB Jakati,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,1,2,3,
204,153,MS Dhoni,RA Jadeja,0.875,0.0,0.0,0.0,0.125,0.0,0.125,1,1,8,
28,153,Ankit Sharma,RA Jadeja,0.16666666666666666,0.5,0.0,0.0,0.3333333333333333,0.0,0.0,4,1,6,
228,153,MK Tiwary,RA Jadeja,0.0,0.75,0.0,0.0,0.0,0.25,0.0,2,1,4,
228,162,MK Tiwary,Basil Thampi,0.5714285714285714,0.2857142857142857,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,2,3,7,
28,162,Ankit Sharma,Basil Thampi,0.0,0.5,0.5,0.0,0.0,0.0,0.0,4,3,2,
28,212,Ankit Sharma,AJ Tye,0.5,0.5,0.0,0.0,0.0,0.0,0.25,4,4,4,
28,173,Ankit Sharma,P Kumar,0.25,0.25,0.25,0.0,0.0,0.25,0.0,4,0,4,
228,173,MK Tiwary,P Kumar,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,2,0,3,
93,212,SN Thakur,AJ Tye,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4,4,1,
87,212,RD Chahar,AJ Tye,0.0,0.5,0.5,0.0,0.0,0.0,0.0,4,4,2,
61,212,LH Ferguson,AJ Tye,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,4,1,
218,101,DR Smith,Ankit Sharma,0.2,0.2,0.0,0.0,0.4,0.2,0.0,5,5,5,
1,101,BB McCullum,Ankit Sharma,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,5,1,
1,122,BB McCullum,LH Ferguson,0.7,0.2,0.0,0.0,0.0,0.1,0.0,5,0,10,
218,122,DR Smith,LH Ferguson,0.5,0.125,0.0,0.0,0.375,0.0,0.0,5,0,8,
1,232,BB McCullum,SN Thakur,0.4615384615384616,0.38461538461538464,0.0,0.0,0.15384615384615385,0.0,0.07692307692307693,5,4,13,
218,232,DR Smith,SN Thakur,0.6,0.4,0.0,0.0,0.0,0.0,0.2,5,4,5,
1,213,BB McCullum,BA Stokes,0.3076923076923077,0.38461538461538464,0.07692307692307693,0.0,0.15384615384615385,0.07692307692307693,0.0,5,4,13,
218,213,DR Smith,BA Stokes,0.75,0.25,0.0,0.0,0.0,0.0,0.0,5,4,4,
218,219,DR Smith,Imran Tahir,0.25,0.5,0.0,0.0,0.25,0.0,0.25,5,4,4,
1,219,BB McCullum,Imran Tahir,0.2307692307692308,0.3076923076923077,0.0,0.0,0.3076923076923077,0.15384615384615385,0.0,5,4,13,
218,71,DR Smith,RD Chahar,0.5,0.0,0.16666666666666666,0.0,0.3333333333333333,0.0,0.0,5,5,6,
209,232,SK Raina,SN Thakur,0.375,0.375,0.25,0.0,0.0,0.0,0.0,1,4,8,
209,122,SK Raina,LH Ferguson,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,2,
209,213,SK Raina,BA Stokes,0.5,0.25,0.0,0.0,0.25,0.0,0.0,1,4,8,
1,71,BB McCullum,RD Chahar,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5,5,1,
201,71,KD Karthik,RD Chahar,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1,5,3,
209,71,SK Raina,RD Chahar,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,1,5,3,
201,219,KD Karthik,Imran Tahir,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,1,4,6,
209,219,SK Raina,Imran Tahir,0.3,0.3,0.2,0.0,0.2,0.0,0.1,1,4,10,
0,219,AJ Finch,Imran Tahir,0.375,0.375,0.0,0.0,0.125,0.125,0.125,5,4,8,
0,71,AJ Finch,RD Chahar,0.6,0.2,0.0,0.0,0.2,0.0,0.0,5,5,5,
0,213,AJ Finch,BA Stokes,0.5,0.5,0.0,0.0,0.0,0.0,0.0,5,4,2,
0,232,AJ Finch,SN Thakur,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,4,2,
0,122,AJ Finch,LH Ferguson,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.3333333333333333,0.0,5,0,6,
15,147,SP Narine,B Kumar,0.7142857142857143,0.2857142857142857,0.0,0.0,0.0,0.0,0.14285714285714285,5,0,7,
199,147,G Gambhir,B Kumar,0.4,0.3,0.0,0.0,0.3,0.0,0.0,1,0,10,
15,159,SP Narine,A Nehra,0.5,0.25,0.0,0.0,0.25,0.0,0.0,5,3,4,
199,159,G Gambhir,A Nehra,0.6666666666666666,0.2222222222222222,0.0,0.0,0.1111111111111111,0.0,0.0,1,3,9,
207,147,RV Uthappa,B Kumar,0.4,0.4,0.0,0.2,0.0,0.0,0.0,1,0,5,
199,163,G Gambhir,BCJ Cutting,0.25,0.5,0.0,0.0,0.25,0.0,0.0,1,3,4,
207,163,RV Uthappa,BCJ Cutting,0.2222222222222222,0.5555555555555556,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,1,3,9,
207,229,RV Uthappa,Rashid Khan,0.21052631578947367,0.4736842105263158,0.0,0.0,0.15789473684210525,0.15789473684210525,0.0,1,5,19,
199,229,G Gambhir,Rashid Khan,0.5833333333333334,0.25,0.16666666666666666,0.0,0.0,0.0,0.08333333333333333,1,5,12,
9,229,MK Pandey,Rashid Khan,0.375,0.5,0.125,0.0,0.0,0.0,0.0,5,5,16,
9,163,MK Pandey,BCJ Cutting,0.1,0.5,0.1,0.0,0.2,0.1,0.0,5,3,10,
9,223,MK Pandey,MC Henriques,0.09090909090909093,0.8181818181818182,0.0,0.0,0.09090909090909093,0.0,0.0,5,4,11,
207,223,RV Uthappa,MC Henriques,0.16666666666666666,0.5555555555555556,0.05555555555555555,0.0,0.0,0.2222222222222222,0.0,1,4,18,
9,184,MK Pandey,Bipul Sharma,0.42857142857142855,0.2857142857142857,0.21428571428571427,0.0,0.0,0.07142857142857142,0.0,5,5,14,
207,184,RV Uthappa,Bipul Sharma,0.25,0.5,0.0,0.0,0.0,0.25,0.0,1,5,4,
9,159,MK Pandey,A Nehra,0.0,0.5,0.0,0.0,0.5,0.0,0.0,5,3,2,
207,159,RV Uthappa,A Nehra,0.25,0.25,0.0,0.0,0.5,0.0,0.0,1,3,4,
20,163,YK Pathan,BCJ Cutting,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,3,2,
20,184,YK Pathan,Bipul Sharma,0.5,0.0,0.0,0.0,0.5,0.0,0.0,5,5,2,
20,147,YK Pathan,B Kumar,0.4,0.4,0.1,0.0,0.0,0.1,0.1,5,0,10,
9,147,MK Pandey,B Kumar,0.3333333333333333,0.16666666666666666,0.5,0.0,0.0,0.0,0.3333333333333333,5,0,6,
20,159,YK Pathan,A Nehra,0.5,0.25,0.25,0.0,0.0,0.0,0.0,5,3,4,
14,159,SA Yadav,A Nehra,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,5,3,3,
167,159,C de Grandhomme,A Nehra,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,1,
167,147,C de Grandhomme,B Kumar,0.375,0.5,0.0,0.0,0.125,0.0,0.125,2,0,8,
36,147,CR Woakes,B Kumar,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,0,1,
198,157,DA Warner,UT Yadav,0.43478260869565216,0.3043478260869565,0.08695652173913042,0.043478260869565216,0.043478260869565216,0.08695652173913042,0.0,1,5,23,
208,157,S Dhawan,UT Yadav,0.5,0.375,0.0,0.0,0.125,0.0,0.04166666666666666,4,5,24,
208,233,S Dhawan,TA Boult,0.42857142857142855,0.42857142857142855,0.0,0.0,0.14285714285714285,0.0,0.0,4,4,14,
198,233,DA Warner,TA Boult,0.5,0.2,0.0,0.0,0.3,0.0,0.0,1,4,10,
208,155,S Dhawan,SP Narine,0.25,0.75,0.0,0.0,0.0,0.0,0.0,4,1,8,
198,155,DA Warner,SP Narine,0.24,0.36,0.08,0.04,0.2,0.08,0.0,1,1,25,
208,222,S Dhawan,Kuldeep Yadav,0.5,0.4166666666666667,0.0,0.0,0.08333333333333333,0.0,0.0,4,5,12,
198,222,DA Warner,Kuldeep Yadav,0.36,0.36,0.08,0.0,0.12,0.08,0.04,1,5,25,
198,143,DA Warner,YK Pathan,0.3333333333333333,0.3333333333333333,0.08333333333333333,0.0,0.16666666666666666,0.08333333333333333,0.0,1,0,12,
208,143,S Dhawan,YK Pathan,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,1,
227,143,MC Henriques,YK Pathan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,
227,155,MC Henriques,SP Narine,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0,1,3,
227,222,MC Henriques,Kuldeep Yadav,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0,5,3,
234,222,Yuvraj Singh,Kuldeep Yadav,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,4,5,3,
227,216,MC Henriques,CR Woakes,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0,4,3,
234,216,Yuvraj Singh,CR Woakes,0.4,0.4,0.0,0.0,0.1,0.1,0.1,4,4,10,
217,216,DJ Hooda,CR Woakes,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,4,1,
217,222,DJ Hooda,Kuldeep Yadav,0.25,0.5,0.0,0.0,0.0,0.25,0.0,0,5,4,
234,157,Yuvraj Singh,UT Yadav,0.7142857142857143,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,4,5,7,
217,157,DJ Hooda,UT Yadav,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,5,1,
234,155,Yuvraj Singh,SP Narine,0.6,0.4,0.0,0.0,0.0,0.0,0.0,4,1,5,
217,155,DJ Hooda,SP Narine,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,1,
166,155,BCJ Cutting,SP Narine,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2,1,4,
166,216,BCJ Cutting,CR Woakes,0.0,0.6,0.0,0.0,0.2,0.2,0.0,2,4,5,
184,216,NV Ojha,CR Woakes,0.16666666666666666,0.5,0.3333333333333333,0.0,0.0,0.0,0.0,2,4,6,
184,155,NV Ojha,SP Narine,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,2,1,9,
166,233,BCJ Cutting,TA Boult,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2,4,1,
34,233,Bipul Sharma,TA Boult,0.3,0.4,0.1,0.0,0.2,0.0,0.0,4,4,10,
184,233,NV Ojha,TA Boult,0.3636363636363637,0.3636363636363637,0.18181818181818185,0.0,0.0,0.09090909090909093,0.09090909090909093,2,4,11,
34,216,Bipul Sharma,CR Woakes,0.6,0.0,0.2,0.0,0.0,0.2,0.0,4,4,5,
210,154,SV Samson,Sandeep Sharma,0.7142857142857143,0.07142857142857142,0.0,0.0,0.21428571428571427,0.0,0.07142857142857142,1,5,14,
232,152,SW Billings,MM Sharma,0.3,0.4,0.0,0.0,0.3,0.0,0.0,0,5,10,
232,154,SW Billings,Sandeep Sharma,0.75,0.125,0.0,0.0,0.125,0.0,0.125,0,5,8,
232,146,SW Billings,AR Patel,0.2222222222222222,0.6666666666666666,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0,5,9,
210,146,SV Samson,AR Patel,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1,5,3,
232,178,SW Billings,VR Aaron,0.4,0.2,0.0,0.0,0.4,0.0,0.0,0,3,10,
210,178,SV Samson,VR Aaron,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,3,1,
210,152,SV Samson,MM Sharma,0.6,0.2,0.0,0.0,0.0,0.2,0.0,1,5,5,
232,194,SW Billings,KC Cariappa,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0,2,6,
210,194,SV Samson,KC Cariappa,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,1,2,3,
8,178,KK Nair,VR Aaron,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,5,3,3,
18,178,SS Iyer,VR Aaron,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.0,0.2857142857142857,0.0,0.0,5,3,7,
18,194,SS Iyer,KC Cariappa,0.5,0.25,0.0,0.0,0.25,0.0,0.0,5,2,4,
18,146,SS Iyer,AR Patel,0.25,0.5,0.25,0.0,0.0,0.0,0.0,5,5,4,
18,152,SS Iyer,MM Sharma,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,5,5,3,
206,146,RR Pant,AR Patel,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1,5,3,
168,189,CJ Anderson,GJ Maxwell,0.631578947368421,0.2631578947368421,0.10526315789473684,0.0,0.0,0.0,0.0,2,2,19,
206,189,RR Pant,GJ Maxwell,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,1,2,3,
168,194,CJ Anderson,KC Cariappa,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2,2,2,
206,194,RR Pant,KC Cariappa,0.25,0.25,0.0,0.0,0.5,0.0,0.0,1,2,4,
206,178,RR Pant,VR Aaron,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,3,1,
215,178,CH Morris,VR Aaron,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0,3,3,
168,178,CJ Anderson,VR Aaron,0.8,0.0,0.0,0.0,0.2,0.0,0.2,2,3,5,
215,152,CH Morris,MM Sharma,0.0,0.5,0.25,0.0,0.0,0.25,0.0,0,5,4,
168,152,CJ Anderson,MM Sharma,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,2,5,3,
168,154,CJ Anderson,Sandeep Sharma,0.0,0.4,0.0,0.0,0.4,0.2,0.0,2,5,5,
215,154,CH Morris,Sandeep Sharma,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0,5,2,
79,154,PJ Cummins,Sandeep Sharma,0.2,0.2,0.2,0.0,0.4,0.0,0.0,4,5,5,
168,146,CJ Anderson,AR Patel,0.3333333333333333,0.4,0.06666666666666668,0.0,0.0,0.2,0.0,2,5,15,
79,146,PJ Cummins,AR Patel,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,5,1,
225,235,M Vohra,Z Khan,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0,5,4,
222,235,HM Amla,Z Khan,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0,5,6,
222,176,HM Amla,S Nadeem,0.4,0.4,0.0,0.0,0.2,0.0,0.0,0,3,5,
225,176,M Vohra,S Nadeem,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0,3,2,
19,176,WP Saha,S Nadeem,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,5,3,3,
19,235,WP Saha,Z Khan,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,5,2,
172,176,EJG Morgan,S Nadeem,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,2,3,3,
172,215,EJG Morgan,CH Morris,0.2,0.8,0.0,0.0,0.0,0.0,0.0,2,4,5,
222,215,HM Amla,CH Morris,0.6,0.2,0.0,0.1,0.1,0.0,0.1,0,4,10,
216,215,DA Miller,CH Morris,0.3333333333333333,0.5,0.16666666666666666,0.0,0.0,0.0,0.0,0,4,6,
172,174,EJG Morgan,PJ Cummins,0.3,0.4,0.0,0.0,0.3,0.0,0.1,2,3,10,
216,174,DA Miller,PJ Cummins,0.625,0.375,0.0,0.0,0.0,0.0,0.0,0,3,8,
172,145,EJG Morgan,A Mishra,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2,1,2,
216,145,DA Miller,A Mishra,0.3333333333333333,0.4444444444444444,0.2222222222222222,0.0,0.0,0.0,0.0,0,1,9,
4,145,GJ Maxwell,A Mishra,1.0,0.0,0.0,0.0,0.0,0.0,0.5,5,1,2,
213,145,AR Patel,A Mishra,0.6,0.2,0.0,0.0,0.0,0.2,0.0,5,1,5,
216,186,DA Miller,CJ Anderson,0.16666666666666666,0.6666666666666666,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0,2,6,
213,186,AR Patel,CJ Anderson,0.0,0.875,0.0,0.0,0.0,0.125,0.0,5,2,8,
68,186,MM Sharma,CJ Anderson,0.5,0.5,0.0,0.0,0.0,0.0,0.0,4,2,4,
213,235,AR Patel,Z Khan,0.0,0.5,0.25,0.0,0.125,0.125,0.0,5,5,8,
68,235,MM Sharma,Z Khan,0.0,0.75,0.0,0.0,0.25,0.0,0.0,4,5,4,
68,215,MM Sharma,CH Morris,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,4,4,3,
213,215,AR Patel,CH Morris,0.5,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,5,4,6,
213,174,AR Patel,PJ Cummins,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,3,2,
68,174,MM Sharma,PJ Cummins,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,4,3,3,
56,174,KC Cariappa,PJ Cummins,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,3,1,
56,215,KC Cariappa,CH Morris,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4,4,1,
149,215,Sandeep Sharma,CH Morris,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,4,2,
218,151,DR Smith,MJ McClenaghan,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,5,1,3,
209,151,SK Raina,MJ McClenaghan,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2,
1,151,BB McCullum,MJ McClenaghan,0.5555555555555556,0.3333333333333333,0.0,0.0,0.1111111111111111,0.0,0.0,5,1,9,
1,177,BB McCullum,SL Malinga,0.35714285714285715,0.2857142857142857,0.07142857142857142,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,5,3,14,
209,177,SK Raina,SL Malinga,0.2,0.4,0.0,0.0,0.4,0.0,0.0,1,3,5,
209,149,SK Raina,Harbhajan Singh,0.4166666666666667,0.5833333333333334,0.0,0.0,0.0,0.0,0.08333333333333333,1,5,12,
1,149,BB McCullum,Harbhajan Singh,0.1111111111111111,0.5555555555555556,0.1111111111111111,0.0,0.2222222222222222,0.0,0.0,5,5,9,
209,150,SK Raina,JJ Bumrah,0.75,0.25,0.0,0.0,0.0,0.0,0.25,1,1,4,
