ball,1,3.3,Sunrisers Hyderabad,S Dhawan,MC Henriques,YS Chahal,0,0
ball,1,3.4,Sunrisers Hyderabad,S Dhawan,MC Henriques,YS Chahal,1,0
ball,1,3.5,Sunrisers Hyderabad,MC Henriques,S Dhawan,YS Chahal,1,0
ball,1,3.6,Sunrisers Hyderabad,S Dhawan,MC Henriques,YS Chahal,1,0
ball,1,4.1,Sunrisers Hyderabad,S Dhawan,MC Henriques,S Aravind,1,0
ball,1,4.2,Sunrisers Hyderabad,MC Henriques,S Dhawan,S Aravind,1,0
ball,1,4.3,Sunrisers Hyderabad,S Dhawan,MC Henriques,S Aravind,1,0
ball,1,4.4,Sunrisers Hyderabad,MC Henriques,S Dhawan,S Aravind,2,0
ball,1,4.5,Sunrisers Hyderabad,MC Henriques,S Dhawan,S Aravind,4,0
ball,1,4.6,Sunrisers Hyderabad,MC Henriques,S Dhawan,S Aravind,0,0
ball,1,5.1,Sunrisers Hyderabad,S Dhawan,MC Henriques,SR Watson,4,0
ball,1,5.2,Sunrisers Hyderabad,S Dhawan,MC Henriques,SR Watson,4,0
ball,1,5.3,Sunrisers Hyderabad,S Dhawan,MC Henriques,SR Watson,0,0
ball,1,5.4,Sunrisers Hyderabad,S Dhawan,MC Henriques,SR Watson,4,0
ball,1,5.5,Sunrisers Hyderabad,S Dhawan,MC Henriques,SR Watson,4,0
ball,1,5.6,Sunrisers Hyderabad,S Dhawan,MC Henriques,SR Watson,1,0
ball,1,6.1,Sunrisers Hyderabad,S Dhawan,MC Henriques,YS Chahal,1,0
ball,1,6.2,Sunrisers Hyderabad,MC Henriques,S Dhawan,YS Chahal,0,0
ball,1,6.3,Sunrisers Hyderabad,MC Henriques,S Dhawan,YS Chahal,1,0
ball,1,6.4,Sunrisers Hyderabad,S Dhawan,MC Henriques,YS Chahal,1,0
ball,1,6.5,Sunrisers Hyderabad,MC Henriques,S Dhawan,YS Chahal,1,0
ball,1,6.6,Sunrisers Hyderabad,S Dhawan,MC Henriques,YS Chahal,1,0
ball,1,7.1,Sunrisers Hyderabad,S Dhawan,MC Henriques,TM Head,1,0
ball,1,7.2,Sunrisers Hyderabad,MC Henriques,S Dhawan,TM Head,1,0
ball,1,7.3,Sunrisers Hyderabad,S Dhawan,MC Henriques,TM Head,1,0
ball,1,7.4,Sunrisers Hyderabad,MC Henriques,S Dhawan,TM Head,6,0
ball,1,7.5,Sunrisers Hyderabad,MC Henriques,S Dhawan,TM Head,1,0
ball,1,7.6,Sunrisers Hyderabad,S Dhawan,MC Henriques,TM Head,1,0
ball,1,8.1,Sunrisers Hyderabad,S Dhawan,MC Henriques,YS Chahal,2,0
ball,1,8.2,Sunrisers Hyderabad,S Dhawan,MC Henriques,YS Chahal,1,0
ball,1,8.3,Sunrisers Hyderabad,MC Henriques,S Dhawan,YS Chahal,1,0
ball,1,8.4,Sunrisers Hyderabad,S Dhawan,MC Henriques,YS Chahal,1,0
ball,1,8.5,Sunrisers Hyderabad,MC Henriques,S Dhawan,YS Chahal,2,0
ball,1,8.6,Sunrisers Hyderabad,MC Henriques,S Dhawan,YS Chahal,2,0
ball,1,9.1,Sunrisers Hyderabad,S Dhawan,MC Henriques,A Choudhary,0,0
ball,1,9.2,Sunrisers Hyderabad,S Dhawan,MC Henriques,A Choudhary,1,0
ball,1,9.3,Sunrisers Hyderabad,MC Henriques,S Dhawan,A Choudhary,1,0
ball,1,9.4,Sunrisers Hyderabad,S Dhawan,MC Henriques,A Choudhary,1,0
ball,1,9.5,Sunrisers Hyderabad,MC Henriques,S Dhawan,A Choudhary,1,0
ball,1,9.6,Sunrisers Hyderabad,S Dhawan,MC Henriques,A Choudhary,0,0
ball,1,10.1,Sunrisers Hyderabad,MC Henriques,S Dhawan,STR Binny,1,0
ball,1,10.2,Sunrisers Hyderabad,S Dhawan,MC Henriques,STR Binny,4,0
ball,1,10.3,Sunrisers Hyderabad,S Dhawan,MC Henriques,STR Binny,0,0,caught,S Dhawan
ball,1,10.4,Sunrisers Hyderabad,MC Henriques,Yuvraj Singh,STR Binny,1,0
ball,1,10.5,Sunrisers Hyderabad,Yuvraj Singh,MC Henriques,STR Binny,2,0
ball,1,10.6,Sunrisers Hyderabad,Yuvraj Singh,MC Henriques,STR Binny,2,0
ball,1,11.1,Sunrisers Hyderabad,MC Henriques,Yuvraj Singh,S Aravind,1,0
ball,1,11.2,Sunrisers Hyderabad,Yuvraj Singh,MC Henriques,S Aravind,0,0
ball,1,11.3,Sunrisers Hyderabad,Yuvraj Singh,MC Henriques,S Aravind,1,0
ball,1,11.4,Sunrisers Hyderabad,MC Henriques,Yuvraj Singh,S Aravind,1,0
ball,1,11.5,Sunrisers Hyderabad,Yuvraj Singh,MC Henriques,S Aravind,4,0
ball,1,11.6,Sunrisers Hyderabad,Yuvraj Singh,MC Henriques,S Aravind,1,0
ball,1,12.1,Sunrisers Hyderabad,Yuvraj Singh,MC Henriques,A Choudhary,4,0
ball,1,12.2,Sunrisers Hyderabad,Yuvraj Singh,MC Henriques,A Choudhary,6,0
ball,1,12.3,Sunrisers Hyderabad,Yuvraj Singh,MC Henriques,A Choudhary,4,0
ball,1,12.4,Sunrisers Hyderabad,Yuvraj Singh,MC Henriques,A Choudhary,0,0
ball,1,12.5,Sunrisers Hyderabad,Yuvraj Singh,MC Henriques,A Choudhary,0,1
ball,1,12.6,Sunrisers Hyderabad,Yuvraj Singh,MC Henriques,A Choudhary,2,0
ball,1,12.7,Sunrisers Hyderabad,Yuvraj Singh,MC Henriques,A Choudhary,1,0
ball,1,13.1,Sunrisers Hyderabad,Yuvraj Singh,MC Henriques,SR Watson,4,0
ball,1,13.2,Sunrisers Hyderabad,Yuvraj Singh,MC Henriques,SR Watson,1,0
ball,1,13.3,Sunrisers Hyderabad,MC Henriques,Yuvraj Singh,SR Watson,1,0
ball,1,13.4,Sunrisers Hyderabad,Yuvraj Singh,MC Henriques,SR Watson,1,0
ball,1,13.5,Sunrisers Hyderabad,MC Henriques,Yuvraj Singh,SR Watson,0,0
ball,1,13.6,Sunrisers Hyderabad,MC Henriques,Yuvraj Singh,SR Watson,1,0
ball,1,14.1,Sunrisers Hyderabad,MC Henriques,Yuvraj Singh,S Aravind,4,0
ball,1,14.2,Sunrisers Hyderabad,MC Henriques,Yuvraj Singh,S Aravind,1,0
ball,1,14.3,Sunrisers Hyderabad,Yuvraj Singh,MC Henriques,S Aravind,6,0
ball,1,14.4,Sunrisers Hyderabad,Yuvraj Singh,MC Henriques,S Aravind,1,0
ball,1,14.5,Sunrisers Hyderabad,MC Henriques,Yuvraj Singh,S Aravind,6,0
ball,1,14.6,Sunrisers Hyderabad,MC Henriques,Yuvraj Singh,S Aravind,1,0
ball,1,15.1,Sunrisers Hyderabad,MC Henriques,Yuvraj Singh,YS Chahal,0,0
ball,1,15.2,Sunrisers Hyderabad,MC Henriques,Yuvraj Singh,YS Chahal,0,0,caught,MC Henriques
ball,1,15.3,Sunrisers Hyderabad,Yuvraj Singh,DJ Hooda,YS Chahal,1,0
ball,1,15.4,Sunrisers Hyderabad,DJ Hooda,Yuvraj Singh,YS Chahal,1,0
ball,1,15.5,Sunrisers Hyderabad,Yuvraj Singh,DJ Hooda,YS Chahal,1,0
ball,1,15.6,Sunrisers Hyderabad,DJ Hooda,Yuvraj Singh,YS Chahal,1,0
ball,1,16.1,Sunrisers Hyderabad,DJ Hooda,Yuvraj Singh,TS Mills,1,0
ball,1,16.2,Sunrisers Hyderabad,Yuvraj Singh,DJ Hooda,TS Mills,0,0
ball,1,16.3,Sunrisers Hyderabad,Yuvraj Singh,DJ Hooda,TS Mills,4,0
ball,1,16.4,Sunrisers Hyderabad,Yuvraj Singh,DJ Hooda,TS Mills,1,0
ball,1,16.5,Sunrisers Hyderabad,DJ Hooda,Yuvraj Singh,TS Mills,0,0
ball,1,16.6,Sunrisers Hyderabad,DJ Hooda,Yuvraj Singh,TS Mills,1,0
ball,1,17.1,Sunrisers Hyderabad,DJ Hooda,Yuvraj Singh,A Choudhary,6,0
ball,1,17.2,Sunrisers Hyderabad,DJ Hooda,Yuvraj Singh,A Choudhary,1,0
ball,1,17.3,Sunrisers Hyderabad,Yuvraj Singh,DJ Hooda,A Choudhary,0,1
ball,1,17.4,Sunrisers Hyderabad,Yuvraj Singh,DJ Hooda,A Choudhary,0,1
ball,1,17.5,Sunrisers Hyderabad,Yuvraj Singh,DJ Hooda,A Choudhary,4,0
ball,1,17.6,Sunrisers Hyderabad,Yuvraj Singh,DJ Hooda,A Choudhary,1,0
ball,1,17.7,Sunrisers Hyderabad,DJ Hooda,Yuvraj Singh,A Choudhary,2,0
ball,1,17.8,Sunrisers Hyderabad,DJ Hooda,Yuvraj Singh,A Choudhary,1,0
ball,1,18.1,Sunrisers Hyderabad,DJ Hooda,Yuvraj Singh,TS Mills,1,0
ball,1,18.2,Sunrisers Hyderabad,Yuvraj Singh,DJ Hooda,TS Mills,4,0
ball,1,18.3,Sunrisers Hyderabad,Yuvraj Singh,DJ Hooda,TS Mills,6,0
ball,1,18.4,Sunrisers Hyderabad,Yuvraj Singh,DJ Hooda,TS Mills,0,0,bowled,Yuvraj Singh
ball,1,18.5,Sunrisers Hyderabad,BCJ Cutting,DJ Hooda,TS Mills,1,0
ball,1,18.6,Sunrisers Hyderabad,DJ Hooda,BCJ Cutting,TS Mills,0,0
ball,1,19.1,Sunrisers Hyderabad,BCJ Cutting,DJ Hooda,SR Watson,1,0
ball,1,19.2,Sunrisers Hyderabad,DJ Hooda,BCJ Cutting,SR Watson,1,0
ball,1,19.3,Sunrisers Hyderabad,BCJ Cutting,DJ Hooda,SR Watson,6,0
ball,1,19.4,Sunrisers Hyderabad,BCJ Cutting,DJ Hooda,SR Watson,2,0
ball,1,19.5,Sunrisers Hyderabad,BCJ Cutting,DJ Hooda,SR Watson,0,0
ball,1,19.6,Sunrisers Hyderabad,BCJ Cutting,DJ Hooda,SR Watson,6,0
ball,2,0.1,Royal Challengers Bangalore,CH Gayle,Mandeep Singh,A Nehra,1,0
ball,2,0.2,Royal Challengers Bangalore,Mandeep Singh,CH Gayle,A Nehra,0,0
ball,2,0.3,Royal Challengers Bangalore,Mandeep Singh,CH Gayle,A Nehra,0,0
ball,2,0.4,Royal Challengers Bangalore,Mandeep Singh,CH Gayle,A Nehra,2,0
ball,2,0.5,Royal Challengers Bangalore,Mandeep Singh,CH Gayle,A Nehra,4,0
ball,2,0.6,Royal Challengers Bangalore,Mandeep Singh,CH Gayle,A Nehra,4,0
ball,2,1.1,Royal Challengers Bangalore,CH Gayle,Mandeep Singh,B Kumar,0,0
ball,2,1.2,Royal Challengers Bangalore,CH Gayle,Mandeep Singh,B Kumar,0,0
ball,2,1.3,Royal Challengers Bangalore,CH Gayle,Mandeep Singh,B Kumar,1,0
ball,2,1.4,Royal Challengers Bangalore,Mandeep Singh,CH Gayle,B Kumar,0,0
ball,2,1.5,Royal Challengers Bangalore,Mandeep Singh,CH Gayle,B Kumar,0,0
ball,2,1.6,Royal Challengers Bangalore,Mandeep Singh,CH Gayle,B Kumar,0,0
ball,2,2.1,Royal Challengers Bangalore,CH Gayle,Mandeep Singh,A Nehra,0,0
ball,2,2.2,Royal Challengers Bangalore,CH Gayle,Mandeep Singh,A Nehra,4,0
ball,2,2.3,Royal Challengers Bangalore,CH Gayle,Mandeep Singh,A Nehra,1,0
ball,2,2.4,Royal Challengers Bangalore,Mandeep Singh,CH Gayle,A Nehra,4,0
ball,2,2.5,Royal Challengers Bangalore,Mandeep Singh,CH Gayle,A Nehra,1,0
ball,2,2.6,Royal Challengers Bangalore,CH Gayle,Mandeep Singh,A Nehra,6,0
ball,2,3.1,Royal Challengers Bangalore,Mandeep Singh,CH Gayle,B Kumar,1,0
ball,2,3.2,Royal Challengers Bangalore,CH Gayle,Mandeep Singh,B Kumar,6,0
ball,2,3.3,Royal Challengers Bangalore,CH Gayle,Mandeep Singh,B Kumar,2,0
ball,2,3.4,Royal Challengers Bangalore,CH Gayle,Mandeep Singh,B Kumar,0,1
ball,2,3.5,Royal Challengers Bangalore,CH Gayle,Mandeep Singh,B Kumar,0,0
ball,2,3.6,Royal Challengers Bangalore,CH Gayle,Mandeep Singh,B Kumar,1,0
ball,2,3.7,Royal Challengers Bangalore,Mandeep Singh,CH Gayle,B Kumar,4,0
ball,2,4.1,Royal Challengers Bangalore,CH Gayle,Mandeep Singh,BCJ Cutting,0,0
ball,2,4.2,Royal Challengers Bangalore,CH Gayle,Mandeep Singh,BCJ Cutting,0,0
ball,2,4.3,Royal Challengers Bangalore,CH Gayle,Mandeep Singh,BCJ Cutting,0,0
ball,2,4.4,Royal Challengers Bangalore,CH Gayle,Mandeep Singh,BCJ Cutting,0,1
ball,2,4.5,Royal Challengers Bangalore,CH Gayle,Mandeep Singh,BCJ Cutting,0,0
ball,2,4.6,Royal Challengers Bangalore,CH Gayle,Mandeep Singh,BCJ Cutting,0,0
ball,2,4.7,Royal Challengers Bangalore,CH Gayle,Mandeep Singh,BCJ Cutting,4,0
ball,2,5.1,Royal Challengers Bangalore,Mandeep Singh,CH Gayle,Rashid Khan,0,0
ball,2,5.2,Royal Challengers Bangalore,Mandeep Singh,CH Gayle,Rashid Khan,4,0
ball,2,5.3,Royal Challengers Bangalore,Mandeep Singh,CH Gayle,Rashid Khan,0,0
ball,2,5.4,Royal Challengers Bangalore,Mandeep Singh,CH Gayle,Rashid Khan,0,0,bowled,Mandeep Singh
ball,2,5.5,Royal Challengers Bangalore,TM Head,CH Gayle,Rashid Khan,2,0
ball,2,5.6,Royal Challengers Bangalore,TM Head,CH Gayle,Rashid Khan,0,0
ball,2,6.1,Royal Challengers Bangalore,CH Gayle,TM Head,DJ Hooda,0,0
ball,2,6.2,Royal Challengers Bangalore,CH Gayle,TM Head,DJ Hooda,6,0
ball,2,6.3,Royal Challengers Bangalore,CH Gayle,TM Head,DJ Hooda,0,0,caught,CH Gayle
ball,2,6.4,Royal Challengers Bangalore,TM Head,KM Jadhav,DJ Hooda,0,0
ball,2,6.5,Royal Challengers Bangalore,TM Head,KM Jadhav,DJ Hooda,1,0
ball,2,6.6,Royal Challengers Bangalore,KM Jadhav,TM Head,DJ Hooda,0,0
ball,2,7.1,Royal Challengers Bangalore,TM Head,KM Jadhav,Rashid Khan,4,0
ball,2,7.2,Royal Challengers Bangalore,TM Head,KM Jadhav,Rashid Khan,2,0
ball,2,7.3,Royal Challengers Bangalore,TM Head,KM Jadhav,Rashid Khan,1,0
ball,2,7.4,Royal Challengers Bangalore,KM Jadhav,TM Head,Rashid Khan,1,0
ball,2,7.5,Royal Challengers Bangalore,TM Head,KM Jadhav,Rashid Khan,1,0
ball,2,7.6,Royal Challengers Bangalore,KM Jadhav,TM Head,Rashid Khan,4,0
ball,2,8.1,Royal Challengers Bangalore,TM Head,KM Jadhav,BCJ Cutting,1,0
ball,2,8.2,Royal Challengers Bangalore,KM Jadhav,TM Head,BCJ Cutting,0,1
ball,2,8.3,Royal Challengers Bangalore,KM Jadhav,TM Head,BCJ Cutting,0,0
ball,2,8.4,Royal Challengers Bangalore,KM Jadhav,TM Head,BCJ Cutting,1,0
ball,2,8.5,Royal Challengers Bangalore,TM Head,KM Jadhav,BCJ Cutting,1,0
ball,2,8.6,Royal Challengers Bangalore,KM Jadhav,TM Head,BCJ Cutting,6,0
ball,2,8.7,Royal Challengers Bangalore,KM Jadhav,TM Head,BCJ Cutting,1,0
ball,2,9.1,Royal Challengers Bangalore,KM Jadhav,TM Head,MC Henriques,1,1
ball,2,9.2,Royal Challengers Bangalore,TM Head,KM Jadhav,MC Henriques,4,0
ball,2,9.3,Royal Challengers Bangalore,TM Head,KM Jadhav,MC Henriques,1,0
ball,2,9.4,Royal Challengers Bangalore,KM Jadhav,TM Head,MC Henriques,1,0
ball,2,9.5,Royal Challengers Bangalore,TM Head,KM Jadhav,MC Henriques,0,0
ball,2,9.6,Royal Challengers Bangalore,TM Head,KM Jadhav,MC Henriques,1,0
ball,2,9.7,Royal Challengers Bangalore,KM Jadhav,TM Head,MC Henriques,4,0
ball,2,10.1,Royal Challengers Bangalore,TM Head,KM Jadhav,A Nehra,1,0
ball,2,10.2,Royal Challengers Bangalore,KM Jadhav,TM Head,A Nehra,0,1
ball,2,10.3,Royal Challengers Bangalore,KM Jadhav,TM Head,A Nehra,1,0
ball,2,10.4,Royal Challengers Bangalore,TM Head,KM Jadhav,A Nehra,1,0
ball,2,10.5,Royal Challengers Bangalore,KM Jadhav,TM Head,A Nehra,4,0
ball,2,10.6,Royal Challengers Bangalore,KM Jadhav,TM Head,A Nehra,4,0
ball,2,10.7,Royal Challengers Bangalore,KM Jadhav,TM Head,A Nehra,1,0
ball,2,11.1,Royal Challengers Bangalore,KM Jadhav,TM Head,MC Henriques,1,0
ball,2,11.2,Royal Challengers Bangalore,TM Head,KM Jadhav,MC Henriques,2,0
ball,2,11.3,Royal Challengers Bangalore,TM Head,KM Jadhav,MC Henriques,1,0
ball,2,11.4,Royal Challengers Bangalore,KM Jadhav,TM Head,MC Henriques,1,0,run out,KM Jadhav
ball,2,11.5,Royal Challengers Bangalore,SR Watson,TM Head,MC Henriques,1,0
ball,2,11.6,Royal Challengers Bangalore,TM Head,SR Watson,MC Henriques,1,0
ball,2,12.1,Royal Challengers Bangalore,TM Head,SR Watson,Rashid Khan,1,0
ball,2,12.2,Royal Challengers Bangalore,SR Watson,TM Head,Rashid Khan,2,0
ball,2,12.3,Royal Challengers Bangalore,SR Watson,TM Head,Rashid Khan,1,0
ball,2,12.4,Royal Challengers Bangalore,TM Head,SR Watson,Rashid Khan,4,0
ball,2,12.5,Royal Challengers Bangalore,TM Head,SR Watson,Rashid Khan,0,0,caught,TM Head
ball,2,12.6,Royal Challengers Bangalore,SR Watson,Sachin Baby,Rashid Khan,0,0
ball,2,13.1,Royal Challengers Bangalore,Sachin Baby,SR Watson,Bipul Sharma,0,0
ball,2,13.2,Royal Challengers Bangalore,Sachin Baby,SR Watson,Bipul Sharma,1,0
ball,2,13.3,Royal Challengers Bangalore,SR Watson,Sachin Baby,Bipul Sharma,1,0
ball,2,13.4,Royal Challengers Bangalore,Sachin Baby,SR Watson,Bipul Sharma,0,0,caught,Sachin Baby
ball,2,13.5,Royal Challengers Bangalore,SR Watson,STR Binny,Bipul Sharma,1,0
ball,2,13.6,Royal Challengers Bangalore,STR Binny,SR Watson,Bipul Sharma,1,0
ball,2,14.1,Royal Challengers Bangalore,STR Binny,SR Watson,Rashid Khan,1,0
ball,2,14.2,Royal Challengers Bangalore,SR Watson,STR Binny,Rashid Khan,1,0
ball,2,14.3,Royal Challengers Bangalore,STR Binny,SR Watson,Rashid Khan,0,0
ball,2,14.4,Royal Challengers Bangalore,STR Binny,SR Watson,Rashid Khan,0,0
ball,2,14.5,Royal Challengers Bangalore,STR Binny,SR Watson,Rashid Khan,1,0
ball,2,14.6,Royal Challengers Bangalore,SR Watson,STR Binny,Rashid Khan,6,0
ball,2,15.1,Royal Challengers Bangalore,STR Binny,SR Watson,BCJ Cutting,0,0
ball,2,15.2,Royal Challengers Bangalore,STR Binny,SR Watson,BCJ Cutting,6,0
ball,2,15.3,Royal Challengers Bangalore,STR Binny,SR Watson,BCJ Cutting,1,0
ball,2,15.4,Royal Challengers Bangalore,SR Watson,STR Binny,BCJ Cutting,0,0
ball,2,15.5,Royal Challengers Bangalore,SR Watson,STR Binny,BCJ Cutting,4,0
ball,2,15.6,Royal Challengers Bangalore,SR Watson,STR Binny,BCJ Cutting,1,0
ball,2,16.1,Royal Challengers Bangalore,SR Watson,STR Binny,B Kumar,1,0
ball,2,16.2,Royal Challengers Bangalore,STR Binny,SR Watson,B Kumar,1,0
ball,2,16.3,Royal Challengers Bangalore,SR Watson,STR Binny,B Kumar,0,0
ball,2,16.4,Royal Challengers Bangalore,SR Watson,STR Binny,B Kumar,1,0
ball,2,16.5,Royal Challengers Bangalore,STR Binny,SR Watson,B Kumar,0,0,caught,STR Binny
ball,2,16.6,Royal Challengers Bangalore,S Aravind,SR Watson,B Kumar,0,0
ball,2,17.1,Royal Challengers Bangalore,SR Watson,S Aravind,A Nehra,2,0
ball,2,17.2,Royal Challengers Bangalore,SR Watson,S Aravind,A Nehra,0,0
ball,2,17.3,Royal Challengers Bangalore,SR Watson,S Aravind,A Nehra,0,0,caught,SR Watson
ball,2,17.4,Royal Challengers Bangalore,S Aravind,TS Mills,A Nehra,0,0,bowled,S Aravind
ball,2,17.5,Royal Challengers Bangalore,YS Chahal,TS Mills,A Nehra,0,0
ball,2,17.6,Royal Challengers Bangalore,YS Chahal,TS Mills,A Nehra,0,0
ball,2,18.1,Royal Challengers Bangalore,TS Mills,YS Chahal,B Kumar,0,1
ball,2,18.2,Royal Challengers Bangalore,YS Chahal,TS Mills,B Kumar,0,0
ball,2,18.3,Royal Challengers Bangalore,YS Chahal,TS Mills,B Kumar,1,0
ball,2,18.4,Royal Challengers Bangalore,TS Mills,YS Chahal,B Kumar,6,0
ball,2,18.5,Royal Challengers Bangalore,TS Mills,YS Chahal,B Kumar,0,0,caught,TS Mills
ball,2,18.6,Royal Challengers Bangalore,YS Chahal,A Choudhary,B Kumar,1,0
ball,2,19.1,Royal Challengers Bangalore,YS Chahal,A Choudhary,BCJ Cutting,0,0
ball,2,19.2,Royal Challengers Bangalore,YS Chahal,A Choudhary,BCJ Cutting,1,0
ball,2,19.3,Royal Challengers Bangalore,A Choudhary,YS Chahal,BCJ Cutting,6,0
ball,2,19.4,Royal Challengers Bangalore,A Choudhary,YS Chahal,BCJ Cutting,0,0,run out,YS Chahal
ball,1,0.1,Mumbai Indians,PA Patel,JC Buttler,AB Dinda,0,1
ball,1,0.2,Mumbai Indians,PA Patel,JC Buttler,AB Dinda,0,0
ball,1,0.3,Mumbai Indians,PA Patel,JC Buttler,AB Dinda,1,0
ball,1,0.4,Mumbai Indians,JC Buttler,PA Patel,AB Dinda,5,0
ball,1,0.5,Mumbai Indians,PA Patel,JC Buttler,AB Dinda,4,0
ball,1,0.6,Mumbai Indians,PA Patel,JC Buttler,AB Dinda,0,0
ball,1,0.7,Mumbai Indians,PA Patel,JC Buttler,AB Dinda,0,0
ball,1,1.1,Mumbai Indians,JC Buttler,PA Patel,DL Chahar,4,0
ball,1,1.2,Mumbai Indians,JC Buttler,PA Patel,DL Chahar,0,0
ball,1,1.3,Mumbai Indians,JC Buttler,PA Patel,DL Chahar,4,0
ball,1,1.4,Mumbai Indians,JC Buttler,PA Patel,DL Chahar,0,0
ball,1,1.5,Mumbai Indians,JC Buttler,PA Patel,DL Chahar,0,0
ball,1,1.6,Mumbai Indians,JC Buttler,PA Patel,DL Chahar,0,0
ball,1,2.1,Mumbai Indians,PA Patel,JC Buttler,AB Dinda,0,0
ball,1,2.2,Mumbai Indians,PA Patel,JC Buttler,AB Dinda,4,0
ball,1,2.3,Mumbai Indians,PA Patel,JC Buttler,AB Dinda,0,0
ball,1,2.4,Mumbai Indians,PA Patel,JC Buttler,AB Dinda,0,0
ball,1,2.5,Mumbai Indians,PA Patel,JC Buttler,AB Dinda,4,0
ball,1,2.6,Mumbai Indians,PA Patel,JC Buttler,AB Dinda,1,0
ball,1,3.1,Mumbai Indians,PA Patel,JC Buttler,BA Stokes,1,0
ball,1,3.2,Mumbai Indians,JC Buttler,PA Patel,BA Stokes,0,0
ball,1,3.3,Mumbai Indians,JC Buttler,PA Patel,BA Stokes,0,0
ball,1,3.4,Mumbai Indians,JC Buttler,PA Patel,BA Stokes,6,0
ball,1,3.5,Mumbai Indians,JC Buttler,PA Patel,BA Stokes,6,0
ball,1,3.6,Mumbai Indians,JC Buttler,PA Patel,BA Stokes,0,0
ball,1,4.1,Mumbai Indians,PA Patel,JC Buttler,Imran Tahir,4,0
ball,1,4.2,Mumbai Indians,PA Patel,JC Buttler,Imran Tahir,0,0,bowled,PA Patel
ball,1,4.3,Mumbai Indians,RG Sharma,JC Buttler,Imran Tahir,0,0
ball,1,4.4,Mumbai Indians,RG Sharma,JC Buttler,Imran Tahir,1,0
ball,1,4.5,Mumbai Indians,JC Buttler,RG Sharma,Imran Tahir,1,0
ball,1,4.6,Mumbai Indians,RG Sharma,JC Buttler,Imran Tahir,1,0
ball,1,5.1,Mumbai Indians,RG Sharma,JC Buttler,DL Chahar,1,0
ball,1,5.2,Mumbai Indians,JC Buttler,RG Sharma,DL Chahar,0,0
ball,1,5.3,Mumbai Indians,JC Buttler,RG Sharma,DL Chahar,0,0
ball,1,5.4,Mumbai Indians,JC Buttler,RG Sharma,DL Chahar,4,0
ball,1,5.5,Mumbai Indians,JC Buttler,RG Sharma,DL Chahar,6,0
ball,1,5.6,Mumbai Indians,JC Buttler,RG Sharma,DL Chahar,2,0
ball,1,6.1,Mumbai Indians,RG Sharma,JC Buttler,Imran Tahir,0,0
ball,1,6.2,Mumbai Indians,RG Sharma,JC Buttler,Imran Tahir,0,0
ball,1,6.3,Mumbai Indians,RG Sharma,JC Buttler,Imran Tahir,0,0,bowled,RG Sharma
ball,1,6.4,Mumbai Indians,N Rana,JC Buttler,Imran Tahir,1,0
ball,1,6.5,Mumbai Indians,JC Buttler,N Rana,Imran Tahir,0,0,lbw,JC Buttler
ball,1,6.6,Mumbai Indians,AT Rayudu,N Rana,Imran Tahir,1,0
ball,1,7.1,Mumbai Indians,AT Rayudu,N Rana,BA Stokes,1,0
ball,1,7.2,Mumbai Indians,N Rana,AT Rayudu,BA Stokes,1,0
ball,1,7.3,Mumbai Indians,AT Rayudu,N Rana,BA Stokes,0,0
ball,1,7.4,Mumbai Indians,AT Rayudu,N Rana,BA Stokes,1,0
ball,1,7.5,Mumbai Indians,N Rana,AT Rayudu,BA Stokes,0,0
