batsman,bowler,0,1,2,3,4,6,out,batclustno,bowlclustno,balls
BA Stokes,DR Smith,0.13333333333333333,0.5333333333333333,0.06666666666666667,0.0,0.2,0.06666666666666667,0.0,0,5,15
MK Tiwary,DR Smith,0.8,0.2,0.0,0.0,0.0,0.0,0.0,2,5,5
BA Stokes,SK Raina,0.0,0.75,0.0,0.0,0.25,0.0,0.0,0,0,4
MK Tiwary,SK Raina,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,0,2
MS Dhoni,AJ Tye,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1,4,3
MK Tiwary,AJ Tye,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,2,4,7
MK Tiwary,SB Jakati,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,2,2,3
MS Dhoni,SB Jakati,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,1,2,3
MS Dhoni,RA Jadeja,0.875,0.0,0.0,0.0,0.125,0.0,0.125,1,1,8
Ankit Sharma,RA Jadeja,0.16666666666666666,0.5,0.0,0.0,0.3333333333333333,0.0,0.0,4,1,6
MK Tiwary,RA Jadeja,0.0,0.75,0.0,0.0,0.0,0.25,0.0,2,1,4
MK Tiwary,Basil Thampi,0.5714285714285714,0.2857142857142857,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,2,3,7
Ankit Sharma,Basil Thampi,0.0,0.5,0.5,0.0,0.0,0.0,0.0,4,3,2
Ankit Sharma,AJ Tye,0.5,0.5,0.0,0.0,0.0,0.0,0.25,4,4,4
Ankit Sharma,P Kumar,0.25,0.25,0.25,0.0,0.0,0.25,0.0,4,0,4
MK Tiwary,P Kumar,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,2,0,3
SN Thakur,AJ Tye,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4,4,1
RD Chahar,AJ Tye,0.0,0.5,0.5,0.0,0.0,0.0,0.0,4,4,2
LH Ferguson,AJ Tye,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,4,1
DR Smith,Ankit Sharma,0.2,0.2,0.0,0.0,0.4,0.2,0.0,5,5,5
BB McCullum,Ankit Sharma,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,5,1
BB McCullum,LH Ferguson,0.7,0.2,0.0,0.0,0.0,0.1,0.0,5,0,10
DR Smith,LH Ferguson,0.5,0.125,0.0,0.0,0.375,0.0,0.0,5,0,8
BB McCullum,SN Thakur,0.46153846153846156,0.38461538461538464,0.0,0.0,0.15384615384615385,0.0,0.07692307692307693,5,4,13
DR Smith,SN Thakur,0.6,0.4,0.0,0.0,0.0,0.0,0.2,5,4,5
BB McCullum,BA Stokes,0.3076923076923077,0.38461538461538464,0.07692307692307693,0.0,0.15384615384615385,0.07692307692307693,0.0,5,4,13
DR Smith,BA Stokes,0.75,0.25,0.0,0.0,0.0,0.0,0.0,5,4,4
DR Smith,Imran Tahir,0.25,0.5,0.0,0.0,0.25,0.0,0.25,5,4,4
BB McCullum,Imran Tahir,0.23076923076923078,0.3076923076923077,0.0,0.0,0.3076923076923077,0.15384615384615385,0.0,5,4,13
DR Smith,RD Chahar,0.5,0.0,0.16666666666666666,0.0,0.3333333333333333,0.0,0.0,5,5,6
SK Raina,SN Thakur,0.375,0.375,0.25,0.0,0.0,0.0,0.0,1,4,8
SK Raina,LH Ferguson,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,2
SK Raina,BA Stokes,0.5,0.25,0.0,0.0,0.25,0.0,0.0,1,4,8
BB McCullum,RD Chahar,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5,5,1
KD Karthik,RD Chahar,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1,5,3
SK Raina,RD Chahar,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,1,5,3
KD Karthik,Imran Tahir,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,1,4,6
SK Raina,Imran Tahir,0.3,0.3,0.2,0.0,0.2,0.0,0.1,1,4,10
AJ Finch,Imran Tahir,0.375,0.375,0.0,0.0,0.125,0.125,0.125,5,4,8
AJ Finch,RD Chahar,0.6,0.2,0.0,0.0,0.2,0.0,0.0,5,5,5
AJ Finch,BA Stokes,0.5,0.5,0.0,0.0,0.0,0.0,0.0,5,4,2
AJ Finch,SN Thakur,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,4,2
AJ Finch,LH Ferguson,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.3333333333333333,0.0,5,0,6
SP Narine,B Kumar,0.7142857142857143,0.2857142857142857,0.0,0.0,0.0,0.0,0.14285714285714285,5,0,7
G Gambhir,B Kumar,0.4,0.3,0.0,0.0,0.3,0.0,0.0,1,0,10
SP Narine,A Nehra,0.5,0.25,0.0,0.0,0.25,0.0,0.0,5,3,4
G Gambhir,A Nehra,0.6666666666666666,0.2222222222222222,0.0,0.0,0.1111111111111111,0.0,0.0,1,3,9
RV Uthappa,B Kumar,0.4,0.4,0.0,0.2,0.0,0.0,0.0,1,0,5
G Gambhir,BCJ Cutting,0.25,0.5,0.0,0.0,0.25,0.0,0.0,1,3,4
RV Uthappa,BCJ Cutting,0.2222222222222222,0.5555555555555556,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,1,3,9
RV Uthappa,Rashid Khan,0.21052631578947367,0.47368421052631576,0.0,0.0,0.15789473684210525,0.15789473684210525,0.0,1,5,19
G Gambhir,Rashid Khan,0.5833333333333334,0.25,0.16666666666666666,0.0,0.0,0.0,0.08333333333333333,1,5,12
MK Pandey,Rashid Khan,0.375,0.5,0.125,0.0,0.0,0.0,0.0,5,5,16
MK Pandey,BCJ Cutting,0.1,0.5,0.1,0.0,0.2,0.1,0.0,5,3,10
MK Pandey,MC Henriques,0.09090909090909091,0.8181818181818182,0.0,0.0,0.09090909090909091,0.0,0.0,5,4,11
RV Uthappa,MC Henriques,0.16666666666666666,0.5555555555555556,0.05555555555555555,0.0,0.0,0.2222222222222222,0.0,1,4,18
MK Pandey,Bipul Sharma,0.42857142857142855,0.2857142857142857,0.21428571428571427,0.0,0.0,0.07142857142857142,0.0,5,5,14
RV Uthappa,Bipul Sharma,0.25,0.5,0.0,0.0,0.0,0.25,0.0,1,5,4
MK Pandey,A Nehra,0.0,0.5,0.0,0.0,0.5,0.0,0.0,5,3,2
RV Uthappa,A Nehra,0.25,0.25,0.0,0.0,0.5,0.0,0.0,1,3,4
YK Pathan,BCJ Cutting,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,3,2
YK Pathan,Bipul Sharma,0.5,0.0,0.0,0.0,0.5,0.0,0.0,5,5,2
YK Pathan,B Kumar,0.4,0.4,0.1,0.0,0.0,0.1,0.1,5,0,10
MK Pandey,B Kumar,0.3333333333333333,0.16666666666666666,0.5,0.0,0.0,0.0,0.3333333333333333,5,0,6
YK Pathan,A Nehra,0.5,0.25,0.25,0.0,0.0,0.0,0.0,5,3,4
SA Yadav,A Nehra,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,5,3,3
C de Grandhomme,A Nehra,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,1
C de Grandhomme,B Kumar,0.375,0.5,0.0,0.0,0.125,0.0,0.125,2,0,8
CR Woakes,B Kumar,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,0,1
DA Warner,UT Yadav,0.43478260869565216,0.30434782608695654,0.08695652173913043,0.043478260869565216,0.043478260869565216,0.08695652173913043,0.0,1,5,23
S Dhawan,UT Yadav,0.5,0.375,0.0,0.0,0.125,0.0,0.041666666666666664,4,5,24
S Dhawan,TA Boult,0.42857142857142855,0.42857142857142855,0.0,0.0,0.14285714285714285,0.0,0.0,4,4,14
DA Warner,TA Boult,0.5,0.2,0.0,0.0,0.3,0.0,0.0,1,4,10
S Dhawan,SP Narine,0.25,0.75,0.0,0.0,0.0,0.0,0.0,4,1,8
DA Warner,SP Narine,0.24,0.36,0.08,0.04,0.2,0.08,0.0,1,1,25
S Dhawan,Kuldeep Yadav,0.5,0.4166666666666667,0.0,0.0,0.08333333333333333,0.0,0.0,4,5,12
DA Warner,Kuldeep Yadav,0.36,0.36,0.08,0.0,0.12,0.08,0.04,1,5,25
DA Warner,YK Pathan,0.3333333333333333,0.3333333333333333,0.08333333333333333,0.0,0.16666666666666666,0.08333333333333333,0.0,1,0,12
S Dhawan,YK Pathan,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,1
MC Henriques,YK Pathan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
MC Henriques,SP Narine,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0,1,3
MC Henriques,Kuldeep Yadav,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0,5,3
Yuvraj Singh,Kuldeep Yadav,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,4,5,3
MC Henriques,CR Woakes,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0,4,3
Yuvraj Singh,CR Woakes,0.4,0.4,0.0,0.0,0.1,0.1,0.1,4,4,10
DJ Hooda,CR Woakes,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,4,1
DJ Hooda,Kuldeep Yadav,0.25,0.5,0.0,0.0,0.0,0.25,0.0,0,5,4
Yuvraj Singh,UT Yadav,0.7142857142857143,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,4,5,7
DJ Hooda,UT Yadav,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,5,1
Yuvraj Singh,SP Narine,0.6,0.4,0.0,0.0,0.0,0.0,0.0,4,1,5
DJ Hooda,SP Narine,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,1
BCJ Cutting,SP Narine,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2,1,4
BCJ Cutting,CR Woakes,0.0,0.6,0.0,0.0,0.2,0.2,0.0,2,4,5
NV Ojha,CR Woakes,0.16666666666666666,0.5,0.3333333333333333,0.0,0.0,0.0,0.0,2,4,6
NV Ojha,SP Narine,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,2,1,9
BCJ Cutting,TA Boult,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2,4,1
Bipul Sharma,TA Boult,0.3,0.4,0.1,0.0,0.2,0.0,0.0,4,4,10
NV Ojha,TA Boult,0.36363636363636365,0.36363636363636365,0.18181818181818182,0.0,0.0,0.09090909090909091,0.09090909090909091,2,4,11
Bipul Sharma,CR Woakes,0.6,0.0,0.2,0.0,0.0,0.2,0.0,4,4,5
SV Samson,Sandeep Sharma,0.7142857142857143,0.07142857142857142,0.0,0.0,0.21428571428571427,0.0,0.07142857142857142,1,5,14
SW Billings,MM Sharma,0.3,0.4,0.0,0.0,0.3,0.0,0.0,0,5,10
SW Billings,Sandeep Sharma,0.75,0.125,0.0,0.0,0.125,0.0,0.125,0,5,8
SW Billings,AR Patel,0.2222222222222222,0.6666666666666666,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0,5,9
SV Samson,AR Patel,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1,5,3
SW Billings,VR Aaron,0.4,0.2,0.0,0.0,0.4,0.0,0.0,0,3,10
SV Samson,VR Aaron,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,3,1
SV Samson,MM Sharma,0.6,0.2,0.0,0.0,0.0,0.2,0.0,1,5,5
SW Billings,KC Cariappa,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0,2,6
SV Samson,KC Cariappa,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,1,2,3
KK Nair,VR Aaron,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,5,3,3
SS Iyer,VR Aaron,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.0,0.2857142857142857,0.0,0.0,5,3,7
SS Iyer,KC Cariappa,0.5,0.25,0.0,0.0,0.25,0.0,0.0,5,2,4
SS Iyer,AR Patel,0.25,0.5,0.25,0.0,0.0,0.0,0.0,5,5,4
SS Iyer,MM Sharma,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,5,5,3
RR Pant,AR Patel,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1,5,3
CJ Anderson,GJ Maxwell,0.631578947368421,0.2631578947368421,0.10526315789473684,0.0,0.0,0.0,0.0,2,2,19
RR Pant,GJ Maxwell,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,1,2,3
CJ Anderson,KC Cariappa,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2,2,2
RR Pant,KC Cariappa,0.25,0.25,0.0,0.0,0.5,0.0,0.0,1,2,4
RR Pant,VR Aaron,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,3,1
CH Morris,VR Aaron,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0,3,3
CJ Anderson,VR Aaron,0.8,0.0,0.0,0.0,0.2,0.0,0.2,2,3,5
CH Morris,MM Sharma,0.0,0.5,0.25,0.0,0.0,0.25,0.0,0,5,4
CJ Anderson,MM Sharma,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,2,5,3
CJ Anderson,Sandeep Sharma,0.0,0.4,0.0,0.0,0.4,0.2,0.0,2,5,5
CH Morris,Sandeep Sharma,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0,5,2
PJ Cummins,Sandeep Sharma,0.2,0.2,0.2,0.0,0.4,0.0,0.0,4,5,5
CJ Anderson,AR Patel,0.3333333333333333,0.4,0.06666666666666667,0.0,0.0,0.2,0.0,2,5,15
PJ Cummins,AR Patel,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,5,1
M Vohra,Z Khan,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0,5,4
HM Amla,Z Khan,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0,5,6
HM Amla,S Nadeem,0.4,0.4,0.0,0.0,0.2,0.0,0.0,0,3,5
M Vohra,S Nadeem,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0,3,2
WP Saha,S Nadeem,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,5,3,3
WP Saha,Z Khan,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,5,2
EJG Morgan,S Nadeem,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,2,3,3
EJG Morgan,CH Morris,0.2,0.8,0.0,0.0,0.0,0.0,0.0,2,4,5
HM Amla,CH Morris,0.6,0.2,0.0,0.1,0.1,0.0,0.1,0,4,10
DA Miller,CH Morris,0.3333333333333333,0.5,0.16666666666666666,0.0,0.0,0.0,0.0,0,4,6
EJG Morgan,PJ Cummins,0.3,0.4,0.0,0.0,0.3,0.0,0.1,2,3,10
DA Miller,PJ Cummins,0.625,0.375,0.0,0.0,0.0,0.0,0.0,0,3,8
EJG Morgan,A Mishra,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2,1,2
DA Miller,A Mishra,0.3333333333333333,0.4444444444444444,0.2222222222222222,0.0,0.0,0.0,0.0,0,1,9
GJ Maxwell,A Mishra,1.0,0.0,0.0,0.0,0.0,0.0,0.5,5,1,2
AR Patel,A Mishra,0.6,0.2,0.0,0.0,0.0,0.2,0.0,5,1,5
DA Miller,CJ Anderson,0.16666666666666666,0.6666666666666666,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0,2,6
AR Patel,CJ Anderson,0.0,0.875,0.0,0.0,0.0,0.125,0.0,5,2,8
MM Sharma,CJ Anderson,0.5,0.5,0.0,0.0,0.0,0.0,0.0,4,2,4
AR Patel,Z Khan,0.0,0.5,0.25,0.0,0.125,0.125,0.0,5,5,8
MM Sharma,Z Khan,0.0,0.75,0.0,0.0,0.25,0.0,0.0,4,5,4
MM Sharma,CH Morris,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,4,4,3
AR Patel,CH Morris,0.5,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,5,4,6
AR Patel,PJ Cummins,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,3,2
MM Sharma,PJ Cummins,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,4,3,3
KC Cariappa,PJ Cummins,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,3,1
KC Cariappa,CH Morris,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4,4,1
Sandeep Sharma,CH Morris,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,4,2
DR Smith,MJ McClenaghan,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,5,1,3
SK Raina,MJ McClenaghan,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2
BB McCullum,MJ McClenaghan,0.5555555555555556,0.3333333333333333,0.0,0.0,0.1111111111111111,0.0,0.0,5,1,9
BB McCullum,SL Malinga,0.35714285714285715,0.2857142857142857,0.07142857142857142,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,5,3,14
SK Raina,SL Malinga,0.2,0.4,0.0,0.0,0.4,0.0,0.0,1,3,5
SK Raina,Harbhajan Singh,0.4166666666666667,0.5833333333333334,0.0,0.0,0.0,0.0,0.08333333333333333,1,5,12
BB McCullum,Harbhajan Singh,0.1111111111111111,0.5555555555555556,0.1111111111111111,0.0,0.2222222222222222,0.0,0.0,5,5,9
SK Raina,JJ Bumrah,0.75,0.25,0.0,0.0,0.0,0.0,0.25,1,1,4
BB McCullum,JJ Bumrah,0.5454545454545454,0.18181818181818182,0.09090909090909091,0.0,0.09090909090909091,0.09090909090909091,0.0,5,1,11
SK Raina,KH Pandya,0.1111111111111111,0.7777777777777778,0.1111111111111111,0.0,0.0,0.0,0.0,1,4,9
BB McCullum,KH Pandya,0.3333333333333333,0.5555555555555556,0.0,0.0,0.1111111111111111,0.0,0.0,5,4,9
Ishan Kishan,Harbhajan Singh,0.4375,0.375,0.0,0.0,0.1875,0.0,0.0625,5,5,16
Ishan Kishan,JJ Bumrah,0.375,0.5,0.0,0.0,0.125,0.0,0.0,5,1,8
Ishan Kishan,SL Malinga,0.6,0.3,0.0,0.0,0.0,0.1,0.0,5,3,10
KD Karthik,SL Malinga,0.42857142857142855,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,1,3,7
KD Karthik,HH Pandya,0.2,0.2,0.2,0.0,0.0,0.2,0.0,1,4,5
Ishan Kishan,HH Pandya,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,4,1
KD Karthik,MJ McClenaghan,0.4,0.3,0.2,0.0,0.0,0.1,0.0,1,1,10
KD Karthik,JJ Bumrah,0.0,0.375,0.375,0.0,0.25,0.0,0.0,1,1,8
Ishan Kishan,MJ McClenaghan,0.5,0.21428571428571427,0.0,0.0,0.21428571428571427,0.07142857142857142,0.07142857142857142,5,1,14
JJ Roy,MJ McClenaghan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1
JJ Roy,SL Malinga,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,2,3,3
JJ Roy,JJ Bumrah,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,2,1,3
PA Patel,P Kumar,1.0,0.0,0.0,0.0,0.0,0.0,0.5,5,0,2
N Rana,P Kumar,0.5833333333333334,0.16666666666666666,0.16666666666666666,0.0,0.08333333333333333,0.0,0.0,5,0,12
N Rana,Basil Thampi,0.3333333333333333,0.4444444444444444,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,5,3,9
JC Buttler,Basil Thampi,0.375,0.25,0.0,0.0,0.25,0.125,0.0,1,3,8
JC Buttler,P Kumar,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,3
N Rana,MM Patel,0.2857142857142857,0.5714285714285714,0.0,0.0,0.14285714285714285,0.0,0.0,5,5,7
JC Buttler,MM Patel,0.6666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,1,5,6
N Rana,AJ Tye,0.5,0.25,0.125,0.0,0.0,0.125,0.125,5,4,8
JC Buttler,AJ Tye,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1,4,3
N Rana,RA Jadeja,0.0,0.5714285714285714,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,5,1,7
JC Buttler,RA Jadeja,0.25,0.625,0.0,0.0,0.0,0.125,0.0,1,1,8
RG Sharma,AJ Tye,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,4,6
RG Sharma,RA Jadeja,0.45454545454545453,0.45454545454545453,0.0,0.0,0.0,0.09090909090909091,0.0,4,1,11
KA Pollard,MM Patel,0.2857142857142857,0.42857142857142855,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,5,5,7
RG Sharma,MM Patel,0.0,0.25,0.25,0.0,0.5,0.0,0.0,4,5,4
KA Pollard,Basil Thampi,0.09090909090909091,0.8181818181818182,0.0,0.0,0.09090909090909091,0.0,0.09090909090909091,5,3,11
RG Sharma,Basil Thampi,0.16666666666666666,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,4,3,6
KA Pollard,DR Smith,0.6,0.0,0.0,0.0,0.2,0.2,0.0,5,5,5
RG Sharma,DR Smith,0.5,0.5,0.0,0.0,0.0,0.0,0.0,4,5,2
KA Pollard,RA Jadeja,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,1,1
KA Pollard,AJ Tye,0.4,0.2,0.0,0.0,0.2,0.2,0.2,5,4,5
HH Pandya,AJ Tye,0.25,0.5,0.0,0.0,0.25,0.0,0.0,5,4,4
RG Sharma,P Kumar,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,4,0,3
AM Rahane,AF Milne,0.45454545454545453,0.36363636363636365,0.0,0.0,0.18181818181818182,0.0,0.0,1,0,11
RA Tripathi,AF Milne,0.5714285714285714,0.14285714285714285,0.07142857142857142,0.0,0.21428571428571427,0.0,0.0,5,0,14
AM Rahane,S Badree,0.4166666666666667,0.4166666666666667,0.08333333333333333,0.0,0.08333333333333333,0.0,0.16666666666666666,1,0,12
RA Tripathi,S Badree,0.14285714285714285,0.7142857142857143,0.0,0.0,0.14285714285714285,0.0,0.0,5,0,7
RA Tripathi,S Aravind,0.4666666666666667,0.26666666666666666,0.06666666666666667,0.0,0.06666666666666667,0.13333333333333333,0.0,5,3,15
RA Tripathi,SR Watson,0.5,0.5,0.0,0.0,0.0,0.0,0.0,5,1,2
AM Rahane,SR Watson,0.5,0.0,0.0,0.0,0.5,0.0,0.0,1,1,4
AM Rahane,S Aravind,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,3,2
AM Rahane,P Negi,0.4,0.6,0.0,0.0,0.0,0.0,0.0,1,2,5
RA Tripathi,P Negi,0.2857142857142857,0.5714285714285714,0.14285714285714285,0.0,0.0,0.0,0.2857142857142857,5,2,7
SPD Smith,S Badree,0.26666666666666666,0.4,0.0,0.0,0.26666666666666666,0.06666666666666667,0.0,5,0,15
SPD Smith,P Negi,0.3076923076923077,0.6153846153846154,0.07692307692307693,0.0,0.0,0.0,0.0,5,2,13
MS Dhoni,P Negi,0.8,0.2,0.0,0.0,0.0,0.0,0.0,1,2,10
MS Dhoni,S Badree,0.4,0.4,0.0,0.0,0.2,0.0,0.0,1,0,10
SPD Smith,SR Watson,0.2,0.6,0.0,0.0,0.2,0.0,0.0,5,1,5
MS Dhoni,SR Watson,0.5,0.25,0.125,0.0,0.125,0.0,0.125,1,1,8
SPD Smith,YS Chahal,0.375,0.5,0.0,0.125,0.0,0.0,0.0,5,1,8
MS Dhoni,YS Chahal,0.5,0.25,0.0,0.0,0.0,0.25,0.0,1,1,4
SPD Smith,S Aravind,0.5454545454545454,0.2727272727272727,0.09090909090909091,0.0,0.09090909090909091,0.0,0.09090909090909091,5,3,11
MS Dhoni,S Aravind,0.14285714285714285,0.5714285714285714,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,1,3,7
DT Christian,S Aravind,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,4,3,3
BA Stokes,S Aravind,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,3,2
BA Stokes,AF Milne,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1
SN Thakur,AF Milne,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,1
JD Unadkat,AF Milne,0.6,0.4,0.0,0.0,0.0,0.0,0.0,4,0,5
MK Tiwary,AF Milne,0.35714285714285715,0.2857142857142857,0.14285714285714285,0.0,0.14285714285714285,0.07142857142857142,0.07142857142857142,2,0,14
MK Tiwary,SR Watson,0.42857142857142855,0.0,0.0,0.0,0.42857142857142855,0.14285714285714285,0.0,2,1,7
V Kohli,JD Unadkat,0.29411764705882354,0.47058823529411764,0.11764705882352941,0.0,0.058823529411764705,0.058823529411764705,0.0,1,4,17
Mandeep Singh,JD Unadkat,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,2
V Kohli,SN Thakur,0.375,0.125,0.0,0.125,0.375,0.0,0.0,1,4,8
Mandeep Singh,SN Thakur,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4,4,1
AB de Villiers,SN Thakur,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,1,4,3
AB de Villiers,JD Unadkat,0.7777777777777778,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.0,1,4,9
AB de Villiers,DT Christian,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1,3,6
V Kohli,DT Christian,0.4666666666666667,0.26666666666666666,0.26666666666666666,0.0,0.0,0.0,0.06666666666666667,1,3,15
V Kohli,BA Stokes,0.5,0.5,0.0,0.0,0.0,0.0,0.5,1,4,2
AB de Villiers,BA Stokes,0.6,0.4,0.0,0.0,0.0,0.0,0.0,1,4,10
AB de Villiers,Imran Tahir,0.25,0.5,0.125,0.0,0.0,0.125,0.125,1,4,8
KM Jadhav,Imran Tahir,0.21428571428571427,0.7142857142857143,0.07142857142857142,0.0,0.0,0.0,0.0,0,4,14
KM Jadhav,BA Stokes,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,4,1
KM Jadhav,DT Christian,0.36363636363636365,0.5454545454545454,0.0,0.0,0.09090909090909091,0.0,0.0,0,3,11
SR Watson,Imran Tahir,0.5,0.5,0.0,0.0,0.0,0.0,0.0,5,4,6
SR Watson,DT Christian,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,3,2
KM Jadhav,SN Thakur,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,4,1
SR Watson,SN Thakur,0.6,0.2,0.2,0.0,0.0,0.0,0.0,5,4,5
SR Watson,JD Unadkat,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,4,2
KM Jadhav,JD Unadkat,0.75,0.25,0.0,0.0,0.0,0.0,0.25,0,4,4
STR Binny,JD Unadkat,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,4,1
STR Binny,BA Stokes,0.0,0.5,0.0,0.0,0.5,0.0,0.0,2,4,2
SR Watson,BA Stokes,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,5,4,3
