batsman,bowler,0,1,2,3,4,6,out,batclustno,bowlclustno,balls
KK Nair,MG Johnson,0.8,0.1,0.1,0.0,0.0,0.0,0.0,5,3,10
SS Iyer,MG Johnson,0.5,0.0,0.5,0.0,0.0,0.0,0.0,5,3,2
CJ Anderson,MJ McClenaghan,1.0,0.0,0.0,0.0,0.0,0.0,0.25,2,1,4
RR Pant,JJ Bumrah,1.0,0.0,0.0,0.0,0.0,0.0,0.4,1,1,5
K Rabada,JJ Bumrah,0.5333333333333333,0.3333333333333333,0.0,0.0,0.13333333333333333,0.0,0.06666666666666667,4,1,15
K Rabada,HH Pandya,0.16666666666666666,0.5,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,4,4,6
KK Nair,HH Pandya,1.0,0.0,0.0,0.0,0.0,0.0,0.5,5,4,2
CH Morris,HH Pandya,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.0,0.1111111111111111,0.0,0.0,0,4,9
K Rabada,Harbhajan Singh,0.4666666666666667,0.4,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,4,5,15
CH Morris,Harbhajan Singh,0.36363636363636365,0.5454545454545454,0.0,0.0,0.09090909090909091,0.0,0.0,0,5,11
CH Morris,JJ Bumrah,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0,1,5
CH Morris,MG Johnson,0.4,0.2,0.2,0.0,0.2,0.0,0.0,0,3,5
K Rabada,MG Johnson,0.5,0.5,0.0,0.0,0.0,0.0,0.0,4,3,2
K Rabada,KH Pandya,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,4,2
CH Morris,KH Pandya,0.25,0.5,0.0,0.0,0.25,0.0,0.0,0,4,4
CH Morris,MJ McClenaghan,0.25,0.5,0.0,0.0,0.125,0.125,0.0,0,1,8
K Rabada,MJ McClenaghan,0.25,0.75,0.0,0.0,0.0,0.0,0.0,4,1,4
PJ Cummins,JJ Bumrah,0.0,0.5,0.5,0.0,0.0,0.0,0.0,4,1,2
PJ Cummins,HH Pandya,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,4,4,3
DA Warner,JD Unadkat,0.2222222222222222,0.7777777777777778,0.0,0.0,0.0,0.0,0.1111111111111111,1,4,9
S Dhawan,JD Unadkat,0.375,0.25,0.0625,0.0,0.25,0.0625,0.0,4,4,16
DA Warner,Washington Sundar,0.5,0.3333333333333333,0.041666666666666664,0.0,0.125,0.0,0.0,1,3,24
S Dhawan,Washington Sundar,0.42857142857142855,0.42857142857142855,0.0,0.0,0.14285714285714285,0.0,0.0,4,3,14
DA Warner,BA Stokes,0.5,0.5,0.0,0.0,0.0,0.0,0.125,1,4,8
S Dhawan,BA Stokes,0.6,0.2,0.0,0.0,0.2,0.0,0.2,4,4,5
S Dhawan,SN Thakur,0.5,0.5,0.0,0.0,0.0,0.0,0.0,4,4,2
DA Warner,SN Thakur,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.0,0.2857142857142857,0.0,0.0,1,4,7
DA Warner,DT Christian,0.42857142857142855,0.42857142857142855,0.0,0.0,0.14285714285714285,0.0,0.0,1,3,14
S Dhawan,DT Christian,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,4,3,3
S Dhawan,Imran Tahir,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4,4,1
DA Warner,Imran Tahir,0.14285714285714285,0.5714285714285714,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,1,4,14
KS Williamson,Imran Tahir,0.4,0.6,0.0,0.0,0.0,0.0,0.0,1,4,5
KS Williamson,DT Christian,0.3333333333333333,0.16666666666666666,0.5,0.0,0.0,0.0,0.16666666666666666,1,3,6
KS Williamson,BA Stokes,0.2,0.2,0.0,0.0,0.4,0.2,0.2,1,4,5
MC Henriques,DT Christian,0.4,0.4,0.2,0.0,0.0,0.0,0.0,0,3,5
MC Henriques,SN Thakur,0.21428571428571427,0.35714285714285715,0.07142857142857142,0.0,0.35714285714285715,0.0,0.0,0,4,14
MC Henriques,Imran Tahir,0.375,0.375,0.25,0.0,0.0,0.0,0.125,0,4,8
MC Henriques,JD Unadkat,0.16666666666666666,0.3333333333333333,0.0,0.0,0.16666666666666666,0.3333333333333333,0.0,0,4,6
DJ Hooda,JD Unadkat,0.4,0.4,0.0,0.0,0.0,0.2,0.0,0,4,5
DJ Hooda,SN Thakur,0.0,0.6,0.0,0.0,0.4,0.0,0.0,0,4,5
AM Rahane,B Kumar,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1,0,12
RA Tripathi,B Kumar,0.5555555555555556,0.1111111111111111,0.1111111111111111,0.0,0.2222222222222222,0.0,0.0,5,0,9
AM Rahane,Bipul Sharma,0.6,0.4,0.0,0.0,0.0,0.0,0.4,1,5,5
RA Tripathi,Bipul Sharma,0.45454545454545453,0.45454545454545453,0.0,0.0,0.09090909090909091,0.0,0.0,5,5,11
SPD Smith,Bipul Sharma,0.23809523809523808,0.5238095238095238,0.09523809523809523,0.0,0.047619047619047616,0.09523809523809523,0.0,5,5,21
RA Tripathi,Mohammed Siraj,0.5,0.125,0.125,0.0,0.125,0.125,0.0,5,4,8
RA Tripathi,S Kaul,0.2,0.2,0.0,0.0,0.2,0.4,0.0,5,4,5
SPD Smith,S Kaul,0.25,0.625,0.125,0.0,0.0,0.0,0.125,5,4,8
SPD Smith,Rashid Khan,0.3157894736842105,0.631578947368421,0.05263157894736842,0.0,0.0,0.0,0.05263157894736842,5,5,19
RA Tripathi,Rashid Khan,0.2857142857142857,0.5714285714285714,0.0,0.0,0.14285714285714285,0.0,0.0,5,5,7
MS Dhoni,Rashid Khan,0.6363636363636364,0.2727272727272727,0.09090909090909091,0.0,0.0,0.0,0.09090909090909091,1,5,11
RA Tripathi,MC Henriques,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,4,2
MS Dhoni,MC Henriques,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1,4,4
MS Dhoni,Mohammed Siraj,0.16666666666666666,0.5,0.08333333333333333,0.0,0.16666666666666666,0.08333333333333333,0.0,1,4,12
BA Stokes,Rashid Khan,0.5714285714285714,0.42857142857142855,0.0,0.0,0.0,0.0,0.14285714285714285,0,5,7
BA Stokes,S Kaul,0.125,0.375,0.25,0.0,0.25,0.0,0.0,0,4,8
MS Dhoni,S Kaul,0.2727272727272727,0.36363636363636365,0.09090909090909091,0.0,0.18181818181818182,0.09090909090909091,0.09090909090909091,1,4,11
BA Stokes,Mohammed Siraj,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,4,2
BA Stokes,B Kumar,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1
MS Dhoni,B Kumar,0.25,0.25,0.2,0.0,0.15,0.15,0.0,1,0,20
MK Tiwary,B Kumar,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.16666666666666666,2,0,6
MK Tiwary,Mohammed Siraj,0.0,0.5,0.0,0.0,0.5,0.0,0.0,2,4,2
MK Tiwary,S Kaul,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,2,4,3
M Vohra,SS Agarwal,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,5,2
HM Amla,SS Agarwal,0.25,0.5,0.0,0.0,0.25,0.0,0.125,0,5,8
M Vohra,NB Singh,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0,5,2
SE Marsh,NB Singh,0.5,0.3333333333333333,0.0,0.0,0.16666666666666666,0.0,0.0,3,5,6
SE Marsh,SK Raina,0.75,0.25,0.0,0.0,0.0,0.0,0.0,3,0,4
HM Amla,SK Raina,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0,0,2
HM Amla,NB Singh,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0,5,4
HM Amla,Basil Thampi,0.1111111111111111,0.5,0.0,0.0,0.2777777777777778,0.1111111111111111,0.05555555555555555,0,3,18
SE Marsh,Basil Thampi,0.2727272727272727,0.45454545454545453,0.0,0.0,0.2727272727272727,0.0,0.0,3,3,11
HM Amla,AJ Tye,0.4444444444444444,0.1111111111111111,0.0,0.0,0.3333333333333333,0.1111111111111111,0.0,0,4,9
SE Marsh,RA Jadeja,0.3076923076923077,0.46153846153846156,0.07692307692307693,0.0,0.15384615384615385,0.0,0.0,3,1,13
HM Amla,RA Jadeja,0.1875,0.5625,0.0625,0.0,0.125,0.0625,0.0,0,1,16
SE Marsh,SS Agarwal,0.2,0.2,0.2,0.0,0.2,0.2,0.0,3,5,5
SE Marsh,AJ Tye,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3,4,1
GJ Maxwell,AJ Tye,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,4,2
GJ Maxwell,SS Agarwal,0.4444444444444444,0.3333333333333333,0.0,0.0,0.0,0.2222222222222222,0.0,5,5,9
GJ Maxwell,Basil Thampi,0.0,0.8333333333333334,0.0,0.0,0.0,0.16666666666666666,0.0,5,3,6
GJ Maxwell,RA Jadeja,0.25,0.5,0.0,0.0,0.25,0.0,0.25,5,1,4
AR Patel,RA Jadeja,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,5,1,3
MP Stoinis,RA Jadeja,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1,1
AR Patel,AJ Tye,0.14285714285714285,0.7142857142857143,0.0,0.0,0.14285714285714285,0.0,0.0,5,4,7
MP Stoinis,AJ Tye,0.2,0.6,0.2,0.0,0.0,0.0,0.2,2,4,5
MP Stoinis,Basil Thampi,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,2,3,3
AR Patel,Basil Thampi,0.2,0.2,0.4,0.0,0.2,0.0,0.0,5,3,5
AR Patel,DR Smith,0.25,0.0,0.0,0.0,0.25,0.5,0.25,5,5,4
MM Sharma,DR Smith,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,5,1
WP Saha,DR Smith,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,5,1
WP Saha,Basil Thampi,0.25,0.25,0.25,0.0,0.0,0.25,0.25,5,3,4
MM Sharma,Basil Thampi,0.0,0.5,0.5,0.0,0.0,0.0,0.0,4,3,2
BB McCullum,Sandeep Sharma,0.6666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,5,5,6
AJ Finch,MM Sharma,0.5,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.16666666666666666,5,5,6
SK Raina,MM Sharma,0.18181818181818182,0.6363636363636364,0.0,0.0,0.09090909090909091,0.09090909090909091,0.0,1,5,11
SK Raina,Sandeep Sharma,0.2,0.4,0.0,0.0,0.4,0.0,0.2,1,5,5
AJ Finch,Sandeep Sharma,0.5,0.25,0.25,0.0,0.0,0.0,0.25,5,5,4
SK Raina,T Natarajan,0.25,0.5,0.08333333333333333,0.0,0.16666666666666666,0.0,0.0,1,0,12
AJ Finch,T Natarajan,0.0,0.5,0.0,0.0,0.0,0.5,0.0,5,0,2
SK Raina,KC Cariappa,0.16666666666666666,0.5,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,1,2,6
AJ Finch,KC Cariappa,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,2
KD Karthik,MM Sharma,0.3125,0.5625,0.0625,0.0,0.0625,0.0,0.0,1,5,16
KD Karthik,KC Cariappa,0.2222222222222222,0.6666666666666666,0.0,0.0,0.1111111111111111,0.0,0.0,1,2,9
KD Karthik,T Natarajan,0.09090909090909091,0.5454545454545454,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.0,0.0,1,0,11
KD Karthik,AR Patel,0.07692307692307693,0.6923076923076923,0.15384615384615385,0.0,0.07692307692307693,0.0,0.0,1,5,13
SK Raina,AR Patel,0.3333333333333333,0.5,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,1,5,6
KD Karthik,MP Stoinis,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.16666666666666666,0.0,0.0,1,3,6
RA Jadeja,MP Stoinis,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,3,1
RA Jadeja,AR Patel,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0,5,3
RA Jadeja,KC Cariappa,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0,2,3
DR Smith,AR Patel,0.36363636363636365,0.36363636363636365,0.0,0.0,0.09090909090909091,0.18181818181818182,0.09090909090909091,5,5,11
AD Nath,KC Cariappa,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3,2,1
AJ Tye,KC Cariappa,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,4,2,3
AJ Tye,AR Patel,0.0,0.25,0.25,0.0,0.25,0.25,0.0,4,5,4
AJ Tye,MM Sharma,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,4,5,3
KD Karthik,Sandeep Sharma,0.16666666666666666,0.5,0.0,0.0,0.3333333333333333,0.0,0.0,1,5,6
AJ Tye,Sandeep Sharma,0.5,0.0,0.0,0.0,0.5,0.0,0.5,4,5,2
Basil Thampi,Sandeep Sharma,0.0,0.6,0.2,0.0,0.2,0.0,0.0,4,5,5
Basil Thampi,T Natarajan,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,4,0,6
Basil Thampi,MM Sharma,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,1
SP Narine,S Badree,0.25,0.125,0.0625,0.0,0.3125,0.25,0.0,5,0,16
G Gambhir,TS Mills,0.7,0.1,0.1,0.0,0.0,0.1,0.1,1,0,10
SP Narine,S Aravind,0.3125,0.1875,0.0625,0.0,0.375,0.0625,0.0,5,3,16
G Gambhir,S Aravind,0.0,0.5,0.0,0.0,0.5,0.0,0.0,1,3,2
SP Narine,TS Mills,0.5,0.5,0.0,0.0,0.0,0.0,0.0,5,0,2
RV Uthappa,TS Mills,0.5,0.0,0.0,0.0,0.5,0.0,0.0,1,0,2
RV Uthappa,S Aravind,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,3,2
RV Uthappa,STR Binny,0.5,0.25,0.0,0.0,0.25,0.0,0.0,1,2,4
SP Narine,STR Binny,0.5,0.0,0.0,0.0,0.5,0.0,0.5,5,2,2
MK Pandey,S Badree,0.4,0.4,0.1,0.0,0.1,0.0,0.0,5,0,10
RV Uthappa,S Badree,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,1
YK Pathan,S Badree,0.25,0.5,0.25,0.0,0.0,0.0,0.0,5,0,4
MK Pandey,YS Chahal,0.16666666666666666,0.8333333333333334,0.0,0.0,0.0,0.0,0.16666666666666666,5,1,6
YK Pathan,YS Chahal,0.7272727272727273,0.18181818181818182,0.09090909090909091,0.0,0.0,0.0,0.09090909090909091,5,1,11
SA Yadav,YS Chahal,0.42857142857142855,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,5,1,7
SA Yadav,S Badree,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,5,0,3
C de Grandhomme,YS Chahal,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,2,1,7
CR Woakes,YS Chahal,0.6,0.4,0.0,0.0,0.0,0.0,0.0,4,1,5
CR Woakes,P Negi,0.6363636363636364,0.18181818181818182,0.0,0.0,0.18181818181818182,0.0,0.0,4,2,11
SA Yadav,P Negi,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,5,2,3
CR Woakes,S Aravind,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,3,2
SA Yadav,S Aravind,0.25,0.25,0.25,0.0,0.25,0.0,0.0,5,3,4
CR Woakes,TS Mills,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,4,0,3
SA Yadav,TS Mills,0.5,0.5,0.0,0.0,0.0,0.0,0.0,5,0,2
NM Coulter-Nile,TS Mills,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,0,1
NM Coulter-Nile,P Negi,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,4,2,3
Kuldeep Yadav,P Negi,0.5,0.5,0.0,0.0,0.0,0.0,0.0,5,2,2
Kuldeep Yadav,TS Mills,0.0,0.5,0.5,0.0,0.0,0.0,0.0,5,0,2
UT Yadav,TS Mills,0.75,0.0,0.25,0.0,0.0,0.0,0.0,5,0,4
Kuldeep Yadav,S Aravind,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,5,3,3
CH Gayle,NM Coulter-Nile,0.8333333333333334,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,5,2,6
V Kohli,NM Coulter-Nile,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,2,1
Mandeep Singh,NM Coulter-Nile,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,2,1
Mandeep Singh,UT Yadav,0.625,0.25,0.0,0.0,0.125,0.0,0.125,4,5,8
AB de Villiers,UT Yadav,0.8,0.0,0.0,0.0,0.2,0.0,0.0,1,5,5
AB de Villiers,NM Coulter-Nile,0.5,0.0,0.0,0.0,0.5,0.0,0.5,1,2,2
KM Jadhav,NM Coulter-Nile,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.16666666666666666,0,2,6
CH Gayle,UT Yadav,0.7,0.2,0.0,0.0,0.1,0.0,0.1,5,5,10
KM Jadhav,UT Yadav,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0,5,2
STR Binny,NM Coulter-Nile,0.8,0.0,0.0,0.0,0.2,0.0,0.0,2,2,5
STR Binny,UT Yadav,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,5,1
CH Gayle,CR Woakes,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,5,4,3
STR Binny,CR Woakes,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,2,4,3
S Badree,CR Woakes,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,3,4,3
P Negi,C de Grandhomme,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,2,2,3
TS Mills,C de Grandhomme,0.75,0.25,0.0,0.0,0.0,0.0,0.25,3,2,4
TS Mills,CR Woakes,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,4,1
S Aravind,CR Woakes,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,4,4,3
S Aravind,C de Grandhomme,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,2,1
YS Chahal,C de Grandhomme,1.0,0.0,0.0,0.0,0.0,0.0,0.5,3,2,2
AM Rahane,MG Johnson,0.375,0.375,0.0625,0.0,0.125,0.0625,0.0625,1,3,16
RA Tripathi,MG Johnson,0.4444444444444444,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,5,3,9
RA Tripathi,MJ McClenaghan,0.5,0.2,0.0,0.0,0.3,0.0,0.1,5,1,10
RA Tripathi,KV Sharma,0.1111111111111111,0.4444444444444444,0.2222222222222222,0.0,0.0,0.2222222222222222,0.1111111111111111,5,5,9
AM Rahane,KV Sharma,0.375,0.375,0.125,0.0,0.125,0.0,0.08333333333333333,1,5,24
RA Tripathi,JJ Bumrah,1.0,0.0,0.0,0.0,0.0,0.0,0.5,5,1,2
RA Tripathi,Harbhajan Singh,0.25,0.625,0.0,0.125,0.0,0.0,0.0,5,5,8
AM Rahane,Harbhajan Singh,0.2857142857142857,0.5714285714285714,0.14285714285714285,0.0,0.0,0.0,0.0,1,5,7
SPD Smith,KV Sharma,0.45454545454545453,0.36363636363636365,0.09090909090909091,0.0,0.09090909090909091,0.0,0.0,5,5,22
SPD Smith,Harbhajan Singh,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,5,5,6
MS Dhoni,Harbhajan Singh,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1,5,3
MS Dhoni,MG Johnson,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1,3,4
BA Stokes,MG Johnson,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0,3,3
BA Stokes,MJ McClenaghan,0.6,0.2,0.0,0.0,0.2,0.0,0.0,0,1,5
MK Tiwary,MG Johnson,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.0,0.42857142857142855,0.0,0.14285714285714285,2,3,7
MK Tiwary,JJ Bumrah,0.34782608695652173,0.4782608695652174,0.043478260869565216,0.0,0.13043478260869565,0.0,0.043478260869565216,2,1,23
DT Christian,JJ Bumrah,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,4,1,3
MK Tiwary,MJ McClenaghan,0.125,0.625,0.0,0.0,0.125,0.125,0.0,2,1,8
DT Christian,MJ McClenaghan,0.8,0.0,0.0,0.0,0.2,0.0,0.0,4,1,5
Washington Sundar,JJ Bumrah,0.5,0.0,0.5,0.0,0.0,0.0,0.0,4,1,2
PA Patel,Washington Sundar,0.32142857142857145,0.4642857142857143,0.07142857142857142,0.0,0.10714285714285714,0.03571428571428571,0.03571428571428571,5,3,28
JC Buttler,Washington Sundar,0.75,0.25,0.0,0.0,0.0,0.0,0.0,1,3,4
PA Patel,SN Thakur,0.4090909090909091,0.2727272727272727,0.13636363636363635,0.0,0.18181818181818182,0.0,0.09090909090909091,5,4,22
JC Buttler,SN Thakur,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,1,4,3
PA Patel,JD Unadkat,0.4,0.5,0.0,0.0,0.0,0.1,0.1,5,4,10
JC Buttler,JD Unadkat,0.25,0.5,0.0,0.0,0.25,0.0,0.0,1,4,4
N Rana,SN Thakur,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,4,1
N Rana,Washington Sundar,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,5,3,3
PA Patel,DT Christian,0.2857142857142857,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,5,3,7
N Rana,DT Christian,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5,3,1
RG Sharma,DT Christian,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,4,3,3
RG Sharma,Washington Sundar,0.5,0.5,0.0,0.0,0.0,0.0,0.125,4,3,8
KV Sharma,JD Unadkat,0.2857142857142857,0.5714285714285714,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,4,4,7
RG Sharma,JD Unadkat,0.5,0.3,0.0,0.0,0.1,0.1,0.1,4,4,10
KV Sharma,Imran Tahir,0.6,0.2,0.0,0.0,0.0,0.2,0.0,4,4,5
KV Sharma,BA Stokes,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4,4,1
RG Sharma,BA Stokes,0.2222222222222222,0.6666666666666666,0.0,0.0,0.1111111111111111,0.0,0.0,4,4,9
KA Pollard,SN Thakur,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,5,4,3
RG Sharma,SN Thakur,0.2857142857142857,0.5714285714285714,0.0,0.0,0.0,0.14285714285714285,0.0,4,4,7
HH Pandya,JD Unadkat,0.6,0.0,0.0,0.0,0.4,0.0,0.2,5,4,5
Harbhajan Singh,JD Unadkat,0.0,0.5,0.0,0.0,0.0,0.5,0.5,4,4,2
AM Rahane,UT Yadav,0.7,0.2,0.0,0.0,0.1,0.0,0.1,1,5,10
RA Tripathi,UT Yadav,0.4,0.26666666666666666,0.0,0.0,0.26666666666666666,0.06666666666666667,0.0,5,5,15
AM Rahane,CR Woakes,0.2857142857142857,0.42857142857142855,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,1,4,7
RA Tripathi,CR Woakes,0.4666666666666667,0.4,0.0,0.0,0.13333333333333333,0.0,0.06666666666666667,5,4,15
AM Rahane,SP Narine,0.42857142857142855,0.5714285714285714,0.0,0.0,0.0,0.0,0.14285714285714285,1,1,7
RA Tripathi,SP Narine,0.3684210526315789,0.3684210526315789,0.0,0.0,0.2631578947368421,0.0,0.0,5,1,19
AM Rahane,C de Grandhomme,0.16666666666666666,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,1,2,6
RA Tripathi,C de Grandhomme,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,2,2
AM Rahane,PP Chawla,0.2,0.4,0.2,0.0,0.2,0.0,0.0,1,4,10
RA Tripathi,PP Chawla,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,5,4,3
SPD Smith,PP Chawla,0.2857142857142857,0.5714285714285714,0.14285714285714285,0.0,0.0,0.0,0.0,5,4,7
SPD Smith,C de Grandhomme,0.25,0.25,0.25,0.0,0.25,0.0,0.0,5,2,4
AM Rahane,Kuldeep Yadav,0.5,0.3333333333333333,0.0,0.0,0.16666666666666666,0.0,0.0,1,5,6
SPD Smith,Kuldeep Yadav,0.25,0.5,0.16666666666666666,0.0,0.08333333333333333,0.0,0.0,5,5,12
SPD Smith,SP Narine,0.14285714285714285,0.5714285714285714,0.0,0.0,0.2857142857142857,0.0,0.0,5,1,7
MS Dhoni,SP Narine,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1,1,4
MS Dhoni,PP Chawla,0.0,0.25,0.25,0.0,0.25,0.25,0.0,1,4,4
MS Dhoni,Kuldeep Yadav,0.5555555555555556,0.2222222222222222,0.1111111111111111,0.0,0.0,0.1111111111111111,0.2222222222222222,1,5,9
MK Tiwary,Kuldeep Yadav,0.5,0.5,0.0,0.0,0.0,0.0,0.5,2,5,2
DT Christian,Kuldeep Yadav,0.5,0.25,0.25,0.0,0.0,0.0,0.0,4,5,4
SPD Smith,CR Woakes,0.2857142857142857,0.42857142857142855,0.14285714285714285,0.0,0.0,0.14285714285714285,0.14285714285714285,5,4,7
DT Christian,CR Woakes,0.2,0.4,0.0,0.0,0.0,0.4,0.0,4,4,5
SPD Smith,UT Yadav,0.4444444444444444,0.4444444444444444,0.0,0.0,0.0,0.1111111111111111,0.0,5,5,9
DT Christian,UT Yadav,0.75,0.25,0.0,0.0,0.0,0.0,0.125,4,5,8
SP Narine,JD Unadkat,0.7272727272727273,0.18181818181818182,0.0,0.0,0.09090909090909091,0.0,0.09090909090909091,5,4,11
G Gambhir,JD Unadkat,0.2222222222222222,0.5555555555555556,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,1,4,9
SP Narine,SN Thakur,0.4,0.2,0.0,0.0,0.4,0.0,0.0,5,4,5
G Gambhir,SN Thakur,0.25,0.75,0.0,0.0,0.0,0.0,0.0,1,4,4
G Gambhir,Washington Sundar,0.5,0.1111111111111111,0.16666666666666666,0.0,0.16666666666666666,0.05555555555555555,0.1111111111111111,1,3,18
SP Narine,Washington Sundar,0.5,0.5,0.0,0.0,0.0,0.0,0.0,5,3,2
RV Uthappa,Washington Sundar,0.3333333333333333,0.16666666666666666,0.0,0.0,0.16666666666666666,0.3333333333333333,0.0,1,3,6
RV Uthappa,SN Thakur,0.5454545454545454,0.2727272727272727,0.09090909090909091,0.0,0.09090909090909091,0.0,0.0,1,4,11
RV Uthappa,DT Christian,0.0,0.6666666666666666,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,0.0,1,3,9
G Gambhir,DT Christian,0.5384615384615384,0.38461538461538464,0.0,0.0,0.07692307692307693,0.0,0.07692307692307693,1,3,13
RV Uthappa,Imran Tahir,0.2857142857142857,0.42857142857142855,0.0,0.0,0.07142857142857142,0.21428571428571427,0.0,1,4,14
G Gambhir,Imran Tahir,0.0,0.6,0.2,0.0,0.1,0.1,0.0,1,4,10
RV Uthappa,JD Unadkat,0.5,0.16666666666666666,0.0,0.0,0.3333333333333333,0.0,0.16666666666666666,1,4,6
